
rmse_pose_x,0.17525966047222125
rmse_pose_y,0.20742868684545138
rmse_pose_z,0.13935118539809643
rmse_pose,0.3052234617245556
rmse_pose_x,0.1756090409873151
rmse_pose_y,0.2081283749550937
rmse_pose_z,0.13808195769632428
rmse_pose,0.3053237343856224
rmse_pose_x,7674.505864581104
rmse_pose_y,623.9415303582894
rmse_pose_z,1450.7501195496548
rmse_pose,7835.305942218781
rmse_pose_x,0.17824548353935607
rmse_pose_y,0.20968514154377957
rmse_pose_z,0.14257706052257887
rmse_pose,0.3099476232747605
rmse_pose_x,0.1960852897468464
rmse_pose_y,0.2104166890162414
rmse_pose_z,0.14471767072509778
rmse_pose,0.3219748873619807
