1571103791161133056,0.48328,0.02325,-0.05486,0.99998,0.00418,-0.00403,-0.00028,179.96621,-179.53794,-179.52142,0.75578,0.01269,-0.07722,
1571103791294413056,0.67848,0.02433,-0.04000,0.99999,0.00432,-0.00125,-0.00096,179.88982,-179.85774,-179.50477,0.92030,0.00923,-0.04311,
1571103791427693056,0.83864,0.01864,-0.04520,0.99993,0.00609,0.01001,-0.00137,179.84995,178.85254,-179.30332,1.04215,0.00758,-0.05292,
1571103791560963072,0.99145,0.01919,-0.06955,0.99975,0.00643,0.02123,-0.00207,179.77868,177.56555,-179.26747,1.16064,0.00393,-0.07269,
1571103791694243072,1.17041,0.01732,-0.11670,0.99918,0.00565,0.04002,-0.00295,179.68760,175.41123,-179.36446,1.29184,0.00686,-0.12696,
1571103791827523072,1.34957,0.02179,-0.16961,0.99865,0.00430,0.05155,-0.00353,179.61891,174.08840,-179.52660,1.41858,0.00863,-0.17728,
1571103791960803072,1.55540,0.01821,-0.22115,0.99811,0.00303,0.06115,-0.00427,179.52959,172.98662,-179.68104,1.55531,-0.01854,-0.21428,
1571103792094083072,1.76974,0.01803,-0.26374,0.99798,0.00267,0.06322,-0.00514,179.42727,172.74946,-179.73015,1.68586,0.01278,-0.24516,
1571103792227363072,2.01451,0.01527,-0.30418,0.99793,0.00161,0.06402,-0.00569,179.35538,172.65794,-179.85699,1.83101,-0.00758,-0.29910,
1571103792360643072,2.27719,0.01108,-0.34096,0.99798,0.00118,0.06326,-0.00645,179.26489,172.74508,-179.91123,1.95541,-0.01743,-0.29838,
1571103792493923072,2.54890,0.00495,-0.37360,0.99812,0.00174,0.06086,-0.00707,179.19702,173.01996,-179.84976,2.06234,-0.05568,-0.31662,
1571103792627203072,2.82548,0.00077,-0.42016,0.99811,0.00367,0.06082,-0.00837,179.06177,173.02279,-179.63639,2.15327,-0.01080,-0.34151,
1571103792760483072,3.10993,0.00393,-0.48088,0.99795,0.00362,0.06329,-0.00908,178.98007,172.73971,-179.64928,2.22762,0.02881,-0.36005,
1571103792893753088,3.40881,0.00499,-0.53527,0.99789,0.00254,0.06411,-0.00954,178.91900,172.64607,-179.77788,2.28330,-0.00225,-0.34374,
1571103793027033088,3.71949,0.00351,-0.58490,0.99790,0.00210,0.06385,-0.01028,178.83037,172.67620,-179.83428,2.36947,-0.00772,-0.37264,
1571103793160313088,4.04269,-0.00238,-0.63302,0.99793,0.00269,0.06330,-0.01087,178.76659,172.73887,-179.76927,2.46271,-0.05176,-0.37942,
1571103793293592832,4.37338,-0.01094,-0.68705,0.99794,0.00276,0.06300,-0.01175,178.66502,172.77270,-179.76722,2.54810,-0.06968,-0.42435,
1571103793426873088,4.71880,-0.02013,-0.73980,0.99799,0.00206,0.06203,-0.01272,178.54831,172.88487,-179.85378,2.63349,-0.03161,-0.41545,
1571103793560153088,5.07958,-0.02684,-0.78542,0.99812,-0.00149,0.05991,-0.01291,178.50241,173.13346,179.73887,2.75446,-0.04428,-0.45980,
1571103793693433088,5.45360,-0.03717,-0.83224,0.99821,-0.00294,0.05815,-0.01375,178.39652,173.33832,179.56922,2.84564,-0.05088,-0.46827,
1571103793826713088,5.83927,-0.04765,-0.86446,0.99838,-0.00869,0.05431,-0.01424,178.30688,173.78848,178.91018,2.94417,-0.05707,-0.42729,
1571103793959993088,6.23587,-0.05690,-0.90797,0.99844,-0.00980,0.05281,-0.01509,178.20417,173.96413,178.78096,3.00698,-0.04940,-0.39545,
1571103794093263104,6.64299,-0.06577,-0.96391,0.99842,-0.01014,0.05305,-0.01580,178.11984,173.93811,178.73722,3.09249,-0.03649,-0.44428,
1571103794226542848,7.05374,-0.07424,-1.00048,0.99849,-0.01271,0.05118,-0.01564,178.12574,174.15697,178.44603,3.14290,-0.08045,-0.39904,
1571103794359843072,7.47859,-0.08716,-1.03165,0.99861,-0.01343,0.04818,-0.01659,178.01747,174.50414,178.36402,3.20615,-0.06161,-0.37875,
1571103794493123072,7.91370,-0.09223,-1.06734,0.99867,-0.01683,0.04588,-0.01653,178.01142,174.77436,177.97797,3.27797,-0.01782,-0.40720,
1571103794626403072,8.35365,-0.09372,-1.11049,0.99863,-0.02211,0.04457,-0.01646,177.99552,174.93421,177.37440,3.34367,-0.01134,-0.38125,
1571103794759683072,8.80176,-0.10033,-1.15719,0.99862,-0.02186,0.04477,-0.01632,178.01206,174.91146,177.40338,3.37812,-0.07366,-0.36385,
1571103794892962816,9.25467,-0.11605,-1.20147,0.99871,-0.01923,0.04376,-0.01697,177.95350,175.02311,177.70483,3.44602,-0.09860,-0.37722,
1571103795026243072,9.71787,-0.11750,-1.27710,0.99861,-0.01917,0.04589,-0.01753,177.88433,174.78053,177.70371,3.50794,0.00212,-0.47655,
1571103795159523072,10.19003,-0.11987,-1.33959,0.99855,-0.01899,0.04732,-0.01708,177.93325,174.61422,177.72364,3.55915,-0.05938,-0.40660,
1571103795292803072,10.67029,-0.12521,-1.39572,0.99860,-0.01737,0.04660,-0.01787,177.85252,174.69603,177.90707,3.61093,-0.03995,-0.37617,
1571103795426073088,11.15419,-0.12634,-1.45968,0.99859,-0.01570,0.04758,-0.01751,177.90056,174.57874,178.09884,3.63284,-0.01991,-0.46535,
1571103795559353088,11.64742,-0.12972,-1.52111,0.99856,-0.01633,0.04796,-0.01750,177.89738,174.53674,178.02641,3.72932,-0.03917,-0.41638,
1571103795692633088,12.14793,-0.13045,-1.57813,0.99866,-0.01488,0.04629,-0.01761,177.89685,174.72466,178.19544,3.73609,-0.01551,-0.35482,
1571103795825912832,12.65699,-0.13530,-1.62260,0.99879,-0.01428,0.04365,-0.01738,177.93055,175.02626,178.27155,3.79303,-0.02243,-0.46486,
1571103795959193088,13.15959,-0.14885,-1.67809,0.99882,-0.01122,0.04411,-0.01698,177.99207,174.96710,178.62451,3.87041,-0.09126,-0.51850,
1571103796092473088,13.68189,-0.16125,-1.73325,0.99882,-0.00979,0.04404,-0.01776,177.90910,174.97313,178.78556,3.90488,-0.03966,-0.45883,
1571103796225753088,14.18971,-0.16636,-1.79019,0.99881,-0.01132,0.04407,-0.01751,177.92990,174.97275,178.61038,3.91104,0.00726,-0.47227,
1571103796359033088,14.70921,-0.17487,-1.85347,0.99871,-0.01232,0.04606,-0.01735,177.94021,174.74528,178.49210,3.96547,-0.08249,-0.49081,
1571103796492313088,15.24281,-0.18800,-1.92314,0.99868,-0.01011,0.04707,-0.01770,177.91013,174.62553,178.74169,4.01528,-0.10963,-0.44395,
1571103796625582848,15.78051,-0.20195,-1.98276,0.99876,-0.00811,0.04572,-0.01821,177.86441,174.77726,178.97265,3.99709,-0.06985,-0.43005,
1571103796758862848,16.32251,-0.21056,-2.04224,0.99881,-0.00810,0.04456,-0.01803,177.88672,174.90937,178.97670,4.05922,-0.06047,-0.42068,
1571103796892143104,16.85961,-0.22223,-2.09569,0.99883,-0.00893,0.04394,-0.01821,177.86193,174.98325,178.88189,4.10385,-0.04758,-0.50873,
1571103797025423104,17.41132,-0.23371,-2.16047,0.99880,-0.00860,0.04450,-0.01831,177.85152,174.91849,178.91803,4.08106,-0.09032,-0.50876,
1571103797158703104,17.96399,-0.24743,-2.21910,0.99885,-0.00678,0.04398,-0.01811,177.88414,174.97381,179.12916,4.07660,-0.09282,-0.40523,
1571103797291983104,18.50712,-0.26139,-2.28822,0.99879,-0.00643,0.04494,-0.01867,177.82059,174.86386,179.16472,4.07512,-0.07264,-0.50539,
1571103797425262848,19.06313,-0.27281,-2.36542,0.99870,-0.00629,0.04704,-0.01858,177.82999,174.62190,179.17635,4.05647,-0.10949,-0.50721,
1571103797558542848,19.60183,-0.29312,-2.43450,0.99875,-0.00506,0.04594,-0.01906,177.78167,174.74569,179.31728,4.03164,-0.08929,-0.43181,
1571103797691823104,20.14159,-0.30240,-2.50511,0.99879,-0.00679,0.04500,-0.01890,177.79287,174.85765,179.12145,4.01740,-0.06628,-0.41161,
1571103797825103104,20.68203,-0.31116,-2.57456,0.99875,-0.00567,0.04585,-0.01900,177.78571,174.75734,179.24752,4.00400,-0.11712,-0.50950,
1571103797958373120,21.20874,-0.32178,-2.64580,0.99870,-0.00592,0.04681,-0.01929,177.75075,174.64803,179.21534,3.97183,-0.06920,-0.57243,
1571103798091653120,21.72082,-0.32377,-2.73159,0.99865,-0.00764,0.04779,-0.01865,177.81331,174.53901,179.01896,3.94985,-0.06669,-0.53284,
1571103798224933120,22.23133,-0.32683,-2.80747,0.99856,-0.00957,0.04932,-0.01880,177.78341,174.36822,178.79232,3.91226,-0.04205,-0.47431,
1571103798358212864,22.71855,-0.33232,-2.87091,0.99846,-0.01193,0.05091,-0.01838,177.81585,174.19045,178.51997,3.86144,-0.04934,-0.46421,
1571103798491492864,23.20915,-0.35037,-2.92963,0.99851,-0.01025,0.05036,-0.01838,177.82643,174.24977,178.71475,3.80574,-0.12531,-0.48029,
