1573538250.081016,-0.057061,-0.021650,0.007947,-0.010876,0.069604,-0.055082,0.773228,0.238192,-0.011390,0.991739,0.287325,-0.010244
1573538250.205546,-1.060215,0.827661,0.069354,-0.006387,0.075118,-0.065468,0.760084,0.244358,0.049513,1.020309,0.301494,0.075617
1573538250.265336,-1.149894,1.026089,0.094256,-0.006465,0.073866,-0.066736,0.835912,0.267409,0.053865,1.102189,0.302979,0.085221
1573538250.330096,-1.035071,1.197035,0.099147,-0.006878,0.072074,-0.063936,0.921101,0.282648,0.043844,1.183045,0.288957,0.071064
1573538250.414796,-0.932973,1.192131,0.089915,-0.006712,0.071726,-0.064615,1.028401,0.304401,0.039070,1.272894,0.287550,0.062435
1573538250.454656,-0.762726,1.047366,0.063576,-0.006560,0.070282,-0.064838,1.077836,0.307647,0.029381,1.297759,0.270844,0.046415
1573538250.524406,-0.637095,0.836555,0.040229,-0.005975,0.070490,-0.065967,1.153276,0.320917,0.024026,1.334796,0.270359,0.036158
1573538250.614066,-0.497236,0.656190,0.023184,-0.006640,0.069537,-0.066929,1.269808,0.339558,0.016495,1.385569,0.262367,0.033544
1573538250.678836,-0.364868,0.488782,0.011878,-0.006166,0.070095,-0.068607,1.341032,0.348792,0.008787,1.406456,0.247484,0.032134
1573538250.718696,-0.203993,0.340755,0.005216,-0.007614,0.069848,-0.069283,1.393935,0.356492,-0.008067,1.416894,0.232335,0.012059
1573538250.773486,-0.089956,0.281790,0.003880,-0.008857,0.070696,-0.069809,1.480144,0.371571,-0.022765,1.458205,0.230618,-0.012572
1573538250.868146,-0.057539,0.275787,0.004062,-0.009276,0.071366,-0.070631,1.644361,0.407012,-0.032422,1.537587,0.285545,-0.067201
1573538250.927936,-0.048004,0.200009,0.003209,-0.009843,0.071895,-0.071190,1.735662,0.425154,-0.036335,1.567970,0.303360,-0.077142
1573538251.022586,-0.040692,0.133860,0.002599,-0.010245,0.071779,-0.071234,1.892621,0.457658,-0.044070,1.627490,0.316524,-0.070927
1573538251.162096,-0.034828,0.099430,0.002271,-0.010402,0.071746,-0.071307,2.140761,0.502085,-0.050459,1.746858,0.255752,-0.013881
1573538251.211906,-0.030443,0.063869,0.001849,-0.010266,0.072462,-0.072146,2.231718,0.516065,-0.050598,1.772566,0.240075,0.005589
1573538251.306566,-0.017915,0.039076,0.001599,-0.009569,0.072677,-0.072226,2.404149,0.536909,-0.048265,1.809502,0.193059,0.066648
1573538251.465986,-0.011770,0.016436,0.001451,-0.008820,0.073248,-0.072683,2.692615,0.567249,-0.038574,1.812204,0.218762,0.048804
1573538251.530756,-0.009911,0.000972,0.001445,-0.008186,0.073420,-0.072995,2.809212,0.583485,-0.037167,1.809050,0.273174,0.014328
1573538251.655306,-0.012918,-0.015139,0.001434,-0.007904,0.073541,-0.073228,3.032188,0.623869,-0.038975,1.826891,0.365918,-0.037579
1573538251.784826,-0.016703,-0.023994,0.001590,-0.008084,0.073583,-0.073156,3.271926,0.672885,-0.045023,1.880138,0.364117,-0.042595
1573538251.879486,-0.014824,-0.029687,0.001745,-0.008185,0.073486,-0.073234,3.449115,0.704589,-0.049985,1.882208,0.308701,-0.030629
1573538251.909376,-0.018226,-0.039917,0.001834,-0.008427,0.073303,-0.073483,3.502334,0.714332,-0.051075,1.877018,0.296504,-0.021160
1573538252.004026,-0.010997,-0.032508,0.002023,-0.008560,0.073198,-0.074116,3.683171,0.741347,-0.053911,1.879469,0.284939,0.006881
1573538252.128576,-0.001309,-0.007677,0.002298,-0.008521,0.072931,-0.074577,3.925450,0.781395,-0.056481,1.868571,0.357910,-0.013092
1573538252.258106,-0.000460,-0.003894,0.002334,-0.008705,0.072734,-0.075278,4.168597,0.835761,-0.062936,1.874415,0.463200,-0.077104
1573538252.382656,0.008432,0.011508,0.002541,-0.009212,0.072690,-0.075874,4.411351,0.891367,-0.075922,1.964610,0.411306,-0.065773
