1573525413925817088,1.97961,0.26774,0.05619,0.99936,-0.01168,0.00134,0.03370,
1573525414059077120,2.18071,0.29935,0.06205,0.99928,-0.01258,0.00087,0.03576,
1573525414192326912,2.38464,0.33243,0.07474,0.99919,-0.01454,-0.00096,0.03739,
1573525414458887168,2.89217,0.39327,0.07679,0.99907,-0.01791,0.00274,0.03902,
1573525414725487104,3.40637,0.45443,0.08327,0.99904,-0.01881,0.00489,0.03929,
1573525414992116992,3.95088,0.51460,0.08520,0.99904,-0.01969,0.00794,0.03837,
1573525415258737152,4.51509,0.56913,0.09737,0.99920,-0.01817,0.00761,0.03490,
1573525415392027136,4.79619,0.59453,0.10316,0.99927,-0.01827,0.00855,0.03254,
1573525415658637056,5.27401,0.62641,0.10177,0.99948,-0.01683,0.00994,0.02557,
1573525415791917056,5.56237,0.63963,0.10740,0.99958,-0.01709,0.01000,0.02132,
1573525415925197056,5.85273,0.64791,0.11334,0.99967,-0.01677,0.01021,0.01643,
1573525416058476800,6.16268,0.65176,0.11761,0.99977,-0.01578,0.00899,0.01149,
1573525416191757056,6.50640,0.65606,0.12647,0.99982,-0.01626,0.00748,0.00603,
1573525416325037056,6.88546,0.65436,0.13542,0.99983,-0.01743,0.00674,0.00044,
1573525416458287104,7.27608,0.64378,0.14036,0.99982,-0.01709,0.00670,-0.00532,
1573525416591567104,7.63776,0.63182,0.14327,0.99979,-0.01519,0.00756,-0.01127,
1573525416724847104,8.00430,0.61643,0.14556,0.99971,-0.01411,0.00877,-0.01742,
1573525416991387136,8.76258,0.56858,0.15228,0.99944,-0.01107,0.01218,-0.02906,
1573525417124657152,9.14137,0.54292,0.15542,0.99928,-0.01029,0.01348,-0.03401,
1573525417257916928,9.49781,0.51551,0.15699,0.99909,-0.01018,0.01388,-0.03891,
1573525417391176960,9.86422,0.48774,0.14346,0.99886,-0.01105,0.01647,-0.04332,
1573525417657687040,10.62418,0.42425,0.12912,0.99844,-0.01429,0.01866,-0.05059,
1573525417790957056,11.01474,0.39188,0.12039,0.99821,-0.01577,0.02080,-0.05378,
1573525418057487104,11.83374,0.32038,0.10927,0.99794,-0.01547,0.02064,-0.05881,
1573525418324017152,12.73057,0.23998,0.10740,0.99773,-0.01806,0.02009,-0.06169,
1573525418590516992,13.69792,0.14033,0.12820,0.99756,-0.02128,0.01659,-0.06443,
1573525418857087232,14.75940,0.02799,0.14549,0.99745,-0.02295,0.01416,-0.06614,
1573525419123697152,15.88118,-0.07897,0.14472,0.99729,-0.02436,0.01546,-0.06773,
1573525419523636992,17.72368,-0.26709,0.15209,0.99715,-0.02497,0.01620,-0.06936,
1573525419656916992,18.36028,-0.33499,0.16170,0.99714,-0.02584,0.01451,-0.06945,
1573525419790197248,19.02112,-0.40188,0.15956,0.99710,-0.02575,0.01423,-0.07013,
1573525420056747008,20.32094,-0.53191,0.17264,0.99699,-0.02878,0.01396,-0.07066,
1573525420190007040,20.99113,-0.60171,0.17772,0.99694,-0.02864,0.01497,-0.07121,
1573525420589867008,23.02814,-0.81349,0.19564,0.99679,-0.03077,0.01591,-0.07217,
1573525420723166976,23.71883,-0.88182,0.19767,0.99675,-0.03102,0.01594,-0.07255,
1573525420989716992,25.16117,-1.02766,0.20310,0.99669,-0.03098,0.01644,-0.07331,
1573525421256257024,26.61479,-1.17893,0.21179,0.99666,-0.03106,0.01702,-0.07358,
1573525421389497088,27.34280,-1.25100,0.21652,0.99664,-0.03171,0.01745,-0.07350,
1573525421655887104,28.78492,-1.40003,0.22320,0.99670,-0.03094,0.01744,-0.07297,
1573525421922297088,30.29156,-1.55078,0.22504,0.99682,-0.02985,0.01796,-0.07174,
1573525422322226944,32.53420,-1.75705,0.23392,0.99702,-0.03050,0.01680,-0.06886,
1573525422722327040,34.76648,-1.91753,0.24084,0.99727,-0.03238,0.01690,-0.06412,
1573525422988956928,36.32171,-2.01781,0.24298,0.99763,-0.03161,0.01792,-0.05842,
1573525423255547136,37.94390,-2.09463,0.23901,0.99811,-0.03062,0.01891,-0.04985,
1573525423388847104,38.83615,-2.13457,0.22505,0.99840,-0.02928,0.02022,-0.04398,
1573525423522146816,39.71439,-2.15777,0.21273,0.99866,-0.02875,0.02111,-0.03739,
1573525423655427072,40.56484,-2.16450,0.20538,0.99893,-0.02771,0.02213,-0.02974,
1573525423788707072,41.40546,-2.15561,0.19768,0.99915,-0.02716,0.02208,-0.02172,
1573525423921987072,42.22426,-2.13289,0.18811,0.99930,-0.02741,0.02197,-0.01292,
1573525424055267072,43.01949,-2.09254,0.18271,0.99938,-0.02715,0.02227,-0.00348,
1573525424188547072,43.81612,-2.03320,0.17738,0.99937,-0.02638,0.02270,0.00668,
1573525424321826816,44.57951,-1.94937,0.17835,0.99928,-0.02669,0.02079,0.01715,
1573525424455076864,45.39994,-1.85307,0.17408,0.99907,-0.02636,0.01871,0.02839,
1573525424588356864,46.18478,-1.73354,0.17364,0.99872,-0.02543,0.01598,0.04080,
1573525424721616896,46.93514,-1.58477,0.17794,0.99806,-0.02609,0.01571,0.05430,
1573525424854876928,47.70348,-1.40849,0.18033,0.99713,-0.02713,0.01665,0.06863,
1573525424988136960,48.48033,-1.21029,0.17949,0.99598,-0.02758,0.01652,0.08355,
1573525425121387008,49.29448,-0.98614,0.17789,0.99459,-0.02796,0.01634,0.09874,
1573525425254606848,50.07039,-0.73303,0.17219,0.99287,-0.02903,0.01609,0.11448,
1573525425387827200,50.86629,-0.45416,0.16385,0.99090,-0.02942,0.01695,0.13028,
1573525425521057024,51.62296,-0.14690,0.16051,0.98862,-0.03069,0.01736,0.14626,
1573525425654287104,52.35757,0.18583,0.16256,0.98615,-0.03134,0.01516,0.16215,
1573525425920657152,53.86451,0.92734,0.15519,0.98029,-0.03115,0.01279,0.19466,
1573525426053827072,54.60994,1.33340,0.14330,0.97679,-0.03250,0.01406,0.21123,
1573525426187067136,55.34824,1.76006,0.13293,0.97294,-0.03199,0.01545,0.22831,
1573525426453627136,56.70408,2.67432,0.12663,0.96432,-0.03005,0.01323,0.26268,
1573525426720196864,57.99979,3.68660,0.11323,0.95422,-0.02978,0.01387,0.29730,
1573525426986777088,59.21698,4.80199,0.11586,0.94279,-0.02832,0.00934,0.33205,
1573525427253527040,60.33458,6.00587,0.12273,0.92968,-0.02663,0.00865,0.36731,
