time,ins1000_lon,ins1000_lat,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw,algo_vel_x,algo_vel_y,algo_vel_z,align_pose_x,align_pose_y,align_pose_z,align_roll,align_pitch,align_yaw,align_vel_x,align_vel_y,align_vel_z,algo_lon,algo_lat,algo_alt
1571104381,120.4017647,31.50770198,718.7526357,-0.666800748,0.84855172,7.655990635,0,0,0,1.485502945,0.051187402,0.005209072,0.432188593,-1.878836705,0.181947225,1.446864988,0.040116149,-0.034109738,1.485502945,0.051187402,0.005209072,-0.666800748,-0.84855172,2.187299508,1.539883564,-0.008324888,-0.00160203,120.4017647,31.50770198,12.54460001
1571104381,120.4017649,31.50770355,718.8500385,-0.621359786,0.845299256,7.609846012,0.174079167,0.023748682,-0.001699997,1.683639345,0.058000306,0.005141443,0.471314154,-1.772798587,0.22714321,1.576870448,0.05984728,-0.047958172,1.661079427,0.057547852,0.006909069,-0.621359786,-0.845299256,2.233444131,1.641554879,0.00029959,-0.01061593,120.401765,31.50770375,12.54453238
1571104381,120.4017652,31.50770505,718.9187934,-0.656017724,0.847297951,7.56384232,0.340396843,0.044647517,-0.002899991,1.871917088,0.065452061,0.005254618,0.485981801,-1.780771075,0.275348544,1.676189758,0.070697137,-0.046483082,1.828521482,0.065389336,0.008109063,-0.656017724,-0.847297951,2.279447823,1.720304262,0.022682977,-0.012281641,120.4017652,31.50770544,12.54464556
1571104381,120.4017654,31.50770647,719.0276554,-0.700612775,0.872891422,7.51761708,0.497844242,0.063646462,-0.00479998,2.058799205,0.072567909,0.010772916,0.474522491,-1.956162298,0.315889001,1.771427388,0.072676503,-0.030092397,1.986899045,0.073586334,0.010009052,-0.700612775,-0.872891422,2.325673063,1.795989281,0.009085428,0.002651055,120.4017655,31.50770711,12.55016388
1571104381,120.4017656,31.50770811,719.2224611,-0.691418541,0.848678931,7.414171125,0.679684902,0.087395138,-0.008199963,2.250244088,0.082563682,0.016140204,0.448238739,-2.02018576,0.417852219,1.871682257,0.070343832,-0.048391003,2.170122762,0.081273647,0.013409035,-0.691418541,-0.848678931,2.429119018,1.882814064,0.005768453,0.000982104,120.4017657,31.50770882,12.55553118
1571104381,120.4017659,31.50770983,719.3141343,-0.793505881,0.877631482,7.333164117,0.870395837,0.110193867,-0.009799939,2.462853674,0.095964069,0.01722007,0.428929193,-2.014441086,0.510605135,1.972802195,0.111179078,-0.052085133,2.361923777,0.091413331,0.015009011,-0.793505881,-0.877631482,2.510126026,1.963527746,0.051904323,-0.024261718,120.401766,31.50771073,12.55661108
1571104382,120.4017659,31.5077118,716.7358242,-0.990202904,0.887575771,7.044915063,1.088826377,0.113993651,0.035200094,2.665872007,0.112160629,0.018295027,0.289376001,-2.03659479,0.596880386,2.05353231,0.161682354,-0.06562569,2.577788393,0.125011054,-0.029991022,-0.990202904,-0.887575771,2.79837508,2.04063825,0.059217314,-0.047800142,120.4017662,31.50771256,12.55768607
1571104382,120.4017661,31.50771368,716.6212327,-1.092623101,0.926369875,6.848588555,1.297277863,0.134892485,0.037200134,2.869380479,0.130979045,0.016615746,0.152782524,-2.057461064,0.780797516,2.155901684,0.150399139,-0.078289171,2.786744006,0.140055482,-0.031991062,-1.092623101,-0.926369875,2.994701588,2.144500379,0.022799454,-0.054753621,120.4017664,31.5077144,12.55600683
1571104382,120.4017664,31.50771565,716.5295594,-1.045011285,0.979154609,6.66476921,1.515708409,0.161491001,0.038800182,3.091101427,0.149466443,0.019146605,0.167336434,-2.137209248,0.972347321,2.272986938,0.114827076,-0.082238648,3.006506162,0.151190095,-0.03359111,-1.045011285,-0.979154609,3.178520933,2.264850853,-0.028701903,-0.048641798,120.4017666,31.5077164,12.55853774
1571104382,120.4017667,31.50771774,716.4493453,-0.900025265,0.9236686,6.528490378,1.74744437,0.190939354,0.040200244,3.317994707,0.165318736,0.019145642,0.360413222,-2.150544865,1.114698559,2.376799675,0.116633456,-0.125146347,3.239865054,0.161791436,-0.034991172,-0.900025265,-0.9236686,3.314799765,2.3931776,-0.023108791,-0.062057544,120.4017668,31.50771844,12.55853684
1571104382,120.401767,31.50771993,716.277458,-0.765546794,0.891648846,6.334632511,1.990268174,0.220387707,0.043200315,3.534165775,0.18339866,0.020169229,0.536255329,-2.229263685,1.284998688,2.459773416,0.161845234,-0.127066296,3.484148566,0.174288287,-0.037991243,-0.765546794,-0.891648846,3.508657632,2.503360249,-0.018223818,-0.07431533,120.401767,31.50772039,12.55956049
1571104382,120.4017673,31.50772247,716.0654636,-0.652598228,0.895247459,6.059625084,2.271899436,0.251735952,0.046900412,3.765761377,0.205032199,0.025665311,0.685080474,-2.376181347,1.530155475,2.565502453,0.195963122,-0.12407303,3.766993045,0.191547504,-0.04169134,-0.652598228,-0.895247459,3.783665059,2.662462663,0.002600201,-0.074083564,120.4017672,31.50772248,12.56505666
1571104382,120.4017676,31.50772467,715.9680608,-0.522959929,0.772424363,5.820284358,2.515832026,0.278334462,0.048600505,4.010458976,0.228985198,0.037700279,0.768923335,-2.608554973,1.797667276,2.675646775,0.157697968,-0.142395873,4.011881828,0.207041799,-0.043391433,-0.522959929,-0.772424363,4.023005785,2.788689903,-0.024330127,-0.040721605,120.4017674,31.50772469,12.57709172
1571104382,120.4017679,31.50772722,716.0253566,-0.406054245,0.616292164,5.557816746,2.798572074,0.308732754,0.047600624,4.329944371,0.258925912,0.04337861,0.930752145,-2.56564545,2.066530161,2.828361677,0.195016088,-0.113510697,4.295656373,0.225426536,-0.042391552,-0.406054245,-0.616292164,4.285473397,2.878947403,-0.013056242,-0.011759803,120.4017677,31.50772758,12.58277018
1571104382,120.4017682,31.50772981,716.2144326,-0.416557957,0.420663663,5.271761638,3.085747262,0.334381313,0.044300758,4.62109004,0.290201533,0.059097029,1.123105992,-2.671902947,2.355847203,2.857226464,0.223952622,-0.106681642,4.582988782,0.24924929,-0.039091686,-0.416557957,-0.420663663,4.571528505,2.891899025,0.035382022,0.021326334,120.4017679,31.50773021,12.59848874
1571104382,120.4017684,31.50773241,716.426427,-0.516151887,0.263385042,4.996834966,3.374031234,0.355280137,0.040600907,4.917190278,0.326903895,0.070179731,1.115100317,-2.627683904,2.64926181,2.864291114,0.230308728,-0.072514354,4.870601668,0.277941411,-0.035391835,-0.516151887,-0.263385042,4.846455177,2.870036461,0.063536857,0.009279508,120.401768,31.5077329,12.6095716
1571104383,120.401768,31.50773505,718.259892,-0.742953862,0.393022336,4.020376949,3.666750359,0.31538236,0.008601066,5.206237165,0.365894302,0.084007368,1.011144675,-2.75181215,2.899896516,2.892645777,0.214600469,-0.039912396,5.152190995,0.367293353,-0.003391994,-0.742953862,-0.393022336,5.822913194,2.856982352,0.080892071,-0.006249213,120.4017681,31.50773553,12.6233994
1571104383,120.4017682,31.50773765,718.2656216,-0.79732053,0.507851229,3.77888363,3.955034332,0.331531449,0.008501239,5.487764459,0.403427903,0.096819684,0.964552931,-2.936812448,3.135668498,2.940219588,0.216603502,-0.032899391,5.438991895,0.400665287,-0.003292167,-0.79732053,-0.507851229,6.064406513,2.920156659,0.008693457,-0.029366012,120.4017682,31.50773809,12.63621189
1571104383,120.4017684,31.50774031,718.2484328,-0.703085279,0.640156145,3.434506251,4.249971012,0.352430267,0.008801432,5.789863623,0.443734993,0.108223485,1.092885974,-3.100587857,3.454206708,3.023283542,0.219798833,-0.0654711,5.733159552,0.430494719,-0.00359236,-0.703085279,-0.640156145,6.408783892,3.002313625,-0.049522488,-0.032555777,120.4017684,31.50774083,12.64761589
1571104383,120.4017686,31.50774304,718.259892,-0.485129982,0.701157413,3.148765499,4.552669183,0.374279033,0.008601643,6.097231593,0.484098428,0.1221866,1.355306012,-3.250629721,3.780839957,3.078124844,0.15201617,-0.086243474,6.035136842,0.460715046,-0.003392571,-0.485129982,-0.701157413,6.694524644,3.049401715,-0.037466845,-0.033337038,120.4017685,31.50774363,12.66157922
1571104383,120.4017688,31.5077458,718.3286469,-0.359194067,0.75421071,2.89705362,4.858693708,0.392328011,0.007401869,6.397029563,0.522827635,0.133828129,1.553737316,-3.348068893,4.023195762,3.105561881,0.206268797,-0.067528261,6.339741929,0.495247878,-0.002192797,-0.359194067,-0.75421071,6.946236523,3.084851593,-0.00474545,-0.023238365,120.4017686,31.50774635,12.67322098
1571104383,120.401769,31.50774887,718.2083258,-0.297560878,1.049684167,2.55300893,5.199090552,0.411326932,0.009502141,6.702255233,0.566546443,0.147714044,1.653780169,-3.560523097,4.332758229,3.150449228,0.214343483,-0.026207681,6.678375737,0.534720836,-0.004293069,-0.297560878,-1.049684167,7.290281213,3.142271344,-0.016831698,-0.073365288,120.4017687,31.50774913,12.68710714
1571104383,120.4017692,31.50775146,718.2140554,-0.285542073,1.174877288,2.335116914,5.486265741,0.423676228,0.009402383,7.005032634,0.609983753,0.163584248,1.629701677,-3.777515804,4.614256077,3.230975779,0.155336383,-0.071991808,6.963434585,0.571647074,-0.00419331,-0.285542073,-1.174877288,7.508173229,3.248644893,0.014517989,-0.046448349,120.4017688,31.50775189,12.70297761
1571104383,120.4017693,31.50775444,718.4203202,-0.40088484,1.222576151,2.173136218,5.816683529,0.434125628,0.005802678,7.313064727,0.657329356,0.181910646,1.693822754,-3.942525945,4.783667602,3.319762822,0.202342007,-0.114147322,7.290774664,0.617837737,-0.000593606,-0.40088484,-1.222576151,7.670153925,3.374196197,0.041836611,-0.024006466,120.4017689,31.5077547,12.72130428
1571104383,120.4017694,31.50775753,718.6609624,-0.520510432,1.097409617,1.897440577,6.159297946,0.444575027,0.001603003,7.638917196,0.710793777,0.199269034,1.719339613,-3.976876796,5.030391218,3.389406394,0.255037312,-0.146804756,7.630131826,0.666113462,0.003606069,-0.520510432,-1.097409617,7.945849566,3.456029367,-0.013956158,-0.03522538,120.4017689,31.50775768,12.73866298
1571104383,120.4017695,31.50776069,718.7984723,-0.455211852,1.037846041,1.623292857,6.509673856,0.45882421,-0.000796648,7.976506978,0.763447314,0.211487737,1.869398457,-3.90756155,5.329006185,3.464409056,0.184101603,-0.1441972,7.977785811,0.711972197,0.00600572,-0.455211852,-1.037846041,8.219997286,3.541683695,-0.052624397,-0.04567691,120.401769,31.50776076,12.75088202
1571104384,120.4017691,31.50776381,720.024602,-0.276527606,1.136938615,1.005736774,6.855614645,0.417976493,-0.022196287,8.325705951,0.812625018,0.222033751,2.225654338,-3.871187294,5.525450364,3.560352011,0.139333926,-0.135893794,8.311650931,0.81135855,0.02740536,-0.276527606,-1.136938615,8.837553369,3.597034203,-0.055200757,-0.035546199,120.4017691,31.50776394,12.76142841
1571104384,120.4017692,31.50776708,720.282433,-0.130173838,1.066605351,0.789536525,7.218187188,0.428425893,-0.026695884,8.678156527,0.861974443,0.230365949,2.619697477,-3.742550268,5.728680536,3.599570039,0.18693866,-0.133709058,8.670672416,0.863046195,0.031904956,-0.130173838,-1.066605351,9.053753618,3.641081697,-0.018231551,-0.002519501,120.4017692,31.50776714,12.769761
1571104384,120.4017692,31.50777035,720.757988,-0.224901056,0.89495063,0.548278917,7.580759736,0.431275716,-0.034995463,9.031095916,0.91848316,0.240070497,2.720942051,-3.558659042,5.977892319,3.572811854,0.230597325,-0.115818875,9.028394727,0.922221545,0.040204535,-0.224901056,-0.89495063,9.295011226,3.627588542,0.035946822,0.040186264,120.4017693,31.50777037,12.77946597
1571104384,120.4017692,31.50777361,721.27365,-0.341482673,0.768817841,0.341482673,7.9422235,0.42937581,-0.043995021,9.385516596,0.976963667,0.249208884,2.891524403,-3.311574722,6.180338468,3.567139266,0.218851015,-0.082956038,9.384212592,0.985887152,0.049204093,-0.341482673,-0.768817841,9.50180747,3.598451002,0.042147955,0.016268916,120.4017693,31.50777361,12.7886048
1571104384,120.4017692,31.50777684,721.571588,-0.423498106,0.722242741,0.077544969,8.300360908,0.430325742,-0.049194564,9.729350853,1.037114433,0.258887484,3.071755196,-3.197715722,6.450108322,3.535087678,0.20879915,-0.087269027,9.737240259,1.04617622,0.054403636,-0.423498106,-0.722242741,9.765745174,3.568654093,-0.034681576,0.001360294,120.4017693,31.50777676,12.79828384
1571104384,120.4017693,31.50778038,721.8523374,-0.241824608,0.733020946,-0.184893194,8.692870637,0.435075458,-0.054094038,10.06443004,1.099641682,0.271609994,3.080626549,-3.322088652,6.685773468,3.492345195,0.168678016,-0.08284671,10.12478384,1.108597525,0.05930311,-0.241824608,-0.733020946,10.02818334,3.542314701,-0.067505092,-0.006203277,120.4017693,31.50777983,12.8110068
1571104384,120.4017693,31.50778324,722.0700613,0.031542757,0.859582383,-0.377914173,9.009983017,0.441725071,-0.057893595,10.39963123,1.155245984,0.289752084,3.199512188,-3.47874506,6.899953166,3.460954386,0.12425075,-0.030889165,10.43836479,1.156257424,0.063102668,0.031542757,-0.859582383,10.22120432,3.514027901,-0.086680214,-0.0047702,120.4017693,31.50778289,12.82914937
1571104384,120.4017694,31.50778641,722.3278923,0.200754445,1.066729131,-0.5940613,9.361467719,0.444574894,-0.062393087,10.76847582,1.21700929,0.31457928,3.106177787,-3.795327956,7.106809427,3.478748498,0.166222147,-0.030677277,10.78516248,1.213537262,0.067602159,0.200754445,-1.066729131,10.43735144,3.537362558,-0.030076151,-0.028354308,120.4017693,31.50778627,12.8539771
1571104384,120.4017693,31.50778961,722.5456163,0.17483069,1.204481523,-0.811829966,9.716278773,0.440775093,-0.066192554,11.13191835,1.282604815,0.340173629,2.837347261,-4.14079961,7.31189391,3.54782528,0.198515184,-0.079541014,11.13410078,1.277937489,0.071401626,0.17483069,-1.204481523,10.65512011,3.597108729,0.026065201,-0.024698545,120.4017693,31.5077896,12.87957201
1571104384,120.4017692,31.5077929,722.8091769,-0.171414398,1.190242705,-1.056098553,10.08106889,0.42747583,-0.070791986,11.49713165,1.356427895,0.358463624,2.332125755,-4.138829415,7.543750564,3.648734011,0.280645042,-0.162169777,11.49124726,1.353403296,0.076001058,-0.171414398,-1.190242705,10.8993887,3.701291495,0.079871735,-0.024150234,120.4017692,31.50779296,12.89786258
1571104385,120.4017689,31.50779626,717.6296384,-0.311903805,1.061752707,-1.504103525,10.45362034,0.402777207,0.019608613,11.87193768,1.430957128,0.362531232,1.948729186,-3.970538598,7.78011751,3.735954193,0.222255874,-0.154229443,11.85409206,1.441427485,-0.014399541,-0.311903805,-1.061752707,11.34739367,3.751805745,-0.01683205,-0.047721549,120.4017691,31.5077964,12.90193081
1571104385,120.4017689,31.50779967,717.7270412,-0.222332061,1.07393476,-1.709713273,10.83171587,0.397077516,0.017909246,12.24897461,1.500207172,0.366461254,1.772751519,-3.805928571,7.991526598,3.818908483,0.142498422,-0.100385933,12.22564726,1.511680206,-0.012700174,-0.222332061,-1.07393476,11.55300342,3.796192704,-0.121595342,-0.060733405,120.401769,31.50779986,12.90586147
1571104385,120.4017689,31.50780311,717.8874694,0.235460434,1.012416395,-1.888886846,11.21313774,0.400877287,0.015109909,12.62368651,1.564939117,0.375369264,2.063590823,-3.733320789,8.177856834,3.820310248,0.089120396,-0.15983735,12.60210382,1.57314196,-0.009900837,0.235460434,-1.012416395,11.73217699,3.80725901,-0.15588072,-0.025934532,120.401769,31.50780329,12.91477014
1571104385,120.4017689,31.50780653,718.2197849,0.548377328,0.731965472,-2.07079261,11.59234206,0.400877273,0.009310589,13.00487019,1.635279337,0.392516535,2.331982233,-3.632722557,8.373561647,3.799765044,0.117289711,-0.180298266,12.97572587,1.637968462,-0.004101517,0.548377328,-0.731965472,11.91408275,3.786627679,-0.076960096,0.010964271,120.401769,31.50780678,12.93191811
1571104385,120.4017688,31.50780994,718.5005342,0.471697681,0.501940367,-2.209718632,11.97043759,0.389477904,0.004411289,13.37026436,1.706294556,0.404935699,2.249441435,-3.443797574,8.523174097,3.760057384,0.196933028,-0.144376352,13.3463067,1.713836957,0.000797783,0.471697681,-0.501940367,12.05300878,3.755598337,0.027905044,-0.001930405,120.4017689,31.50781014,12.94433796
1571104385,120.4017686,31.50781332,718.5750188,0.115818642,0.518061746,-2.268546526,12.34520676,0.369529021,0.003112006,13.74741066,1.781905213,0.419199682,1.772726937,-3.411677368,8.611122157,3.782490363,0.163507177,-0.052709853,13.71214855,1.797560453,0.002097066,0.115818642,-0.518061746,12.11183667,3.749415723,0.049739292,-0.038603514,120.4017688,31.50781361,12.95860269
1571104385,120.4017684,31.50781669,718.4948047,-0.188261474,0.833011432,-2.24752465,12.71886714,0.351480035,0.004512742,14.12349865,1.854702206,0.442696429,1.304163568,-3.694301486,8.603890499,3.81533295,0.139957292,0.014023182,14.07722274,1.87922247,0.000696331,-0.188261474,-0.833011432,12.09081479,3.7434784,-0.012432353,-0.062071478,120.4017687,31.50781706,12.98210019
1571104385,120.4017683,31.50782008,718.5979371,-0.170069084,1.074088339,-2.247750151,13.0947451,0.3448304,0.002713504,14.49909647,1.921394658,0.466879145,1.158140657,-3.978996836,8.597613066,3.812409684,0.069966921,-0.037131451,14.44643062,1.950032049,0.002495568,-0.170069084,-1.074088339,12.09104029,3.790170888,-0.137369757,-0.028160564,120.4017687,31.5078205,13.00628368
1571104385,120.4017683,31.50782353,718.8729568,0.069427478,1.136100785,-2.245467838,13.47727577,0.343880441,-0.002085695,14.87771725,1.984849431,0.49179812,1.390366574,-4.111859008,8.594817137,3.885716347,0.03452807,-0.084232053,14.82316766,2.016363164,0.007294767,0.069427478,-1.136100785,12.08875798,3.858963602,-0.137141482,-0.034453866,120.4017687,31.50782397,13.03120346
1571104385,120.4017683,31.50782704,719.0505737,0.253541367,1.105290389,-2.232253649,13.86645914,0.34103059,-0.005184857,15.24144713,2.042506094,0.505395477,1.656436502,-4.054122521,8.586110565,3.900850742,0.05420859,-0.140727709,15.20613468,2.08570351,0.010393929,0.253541367,-1.105290389,12.07554379,3.901901388,-0.094593839,-0.051958407,120.4017688,31.50782729,13.04480162
1571104386,120.401768,31.50783118,716.1514073,0.265942058,1.025473876,-2.301061035,14.32549582,0.318231871,0.045416159,15.6006896,2.104369612,0.512742824,1.893660464,-3.920296591,8.560104995,3.898615914,0.08528165,-0.144619827,15.65451635,2.186640757,-0.040207087,0.265942058,-1.025473876,12.14435118,3.913956862,-0.062262948,-0.091574554,120.4017688,31.50783057,13.05214977
