1573523237.394610,0.000030,0.000200,0.010344,0.008069,-0.033935,-0.059419,0.572701,0.012547,0.003274,0.638265,0.014493,-0.001704
1573523237.459370,0.000756,0.000766,0.010384,0.008495,-0.033718,-0.058542,0.617216,0.013761,0.003108,0.670901,0.016130,-0.002148
1573523237.524120,0.001914,0.001321,0.010498,0.008974,-0.033457,-0.057622,0.665675,0.015160,0.002391,0.707525,0.016473,-0.004049
1573523237.583890,0.003292,0.002927,0.010448,0.009116,-0.034099,-0.057958,0.713420,0.017472,0.003086,0.744426,0.019923,-0.003966
1573523237.648650,0.004461,0.005049,0.010633,0.009873,-0.033667,-0.057313,0.764971,0.018151,0.001519,0.779430,0.022512,-0.004230
1573523237.713400,0.005538,0.007433,0.010699,0.009907,-0.033074,-0.056640,0.817199,0.020243,0.001359,0.812287,0.031517,0.000427
1573523237.773170,0.006565,0.010360,0.010760,0.009875,-0.032779,-0.055365,0.867742,0.022854,0.001692,0.839500,0.040650,0.005965
1573523237.997310,0.006750,0.012990,0.010778,0.010042,-0.032867,-0.054972,1.067452,0.033691,0.003569,0.946176,0.043722,0.003491
1573523238.057080,0.006128,0.018083,0.010814,0.009820,-0.032681,-0.053863,1.123067,0.036605,0.004580,0.969839,0.041744,0.003545
1573523238.246360,0.002710,0.022664,0.010695,0.009416,-0.032604,-0.052981,1.313095,0.044955,0.008127,1.045309,0.055993,0.020968
1573523238.375870,-0.007469,0.030409,0.010539,0.009637,-0.033080,-0.053698,1.455236,0.051091,0.013035,1.124550,0.058179,0.021063
1573523238.530280,-0.011960,0.033806,0.010464,0.009319,-0.033701,-0.053432,1.642898,0.058686,0.016609,1.244689,0.051106,0.013411
1573523238.595030,-0.030721,0.048111,0.010425,0.008966,-0.033978,-0.053803,1.735976,0.061272,0.019732,1.312217,0.062626,0.018310
1573523238.719560,-0.058365,0.063837,0.010321,0.008927,-0.033433,-0.053434,1.916939,0.069784,0.025845,1.431752,0.070534,0.029736
1573523238.854050,-0.116370,0.093302,0.009874,0.009102,-0.033653,-0.053520,2.125531,0.079378,0.040875,1.545279,0.068425,0.059031
1573523238.973590,-0.149553,0.110371,0.009625,0.009124,-0.033368,-0.052810,2.307635,0.086456,0.053144,1.644801,0.052680,0.051204
1573523239.197730,-0.181426,0.123890,0.009408,0.009776,-0.034095,-0.052478,2.680832,0.098994,0.069328,1.761969,0.071928,0.050553
1573523239.257500,-0.213910,0.134836,0.009154,0.010187,-0.034478,-0.052371,2.770617,0.101031,0.077710,1.794304,0.077081,0.060416
1573523239.416890,-0.225292,0.132721,0.008982,0.010614,-0.035176,-0.052171,3.062852,0.113168,0.090031,1.930661,0.073719,0.068349
1573523239.576280,-0.221880,0.127029,0.008958,0.010813,-0.035871,-0.052060,3.375262,0.113334,0.097483,1.990060,-0.015432,0.065305
1573523239.730690,-0.205447,0.111681,0.008923,0.010858,-0.036604,-0.051642,3.684169,0.115712,0.103609,2.060128,0.091499,0.089435
1573523239.810380,-0.189918,0.099945,0.008929,0.010576,-0.037105,-0.050718,3.848022,0.122474,0.106542,2.141672,0.125102,0.092079
1573523239.944870,-0.163783,0.081066,0.008929,0.010526,-0.037675,-0.050092,4.136274,0.133199,0.110340,2.281282,0.068509,0.059071
1573523240.109240,-0.148664,0.070734,0.008905,0.010245,-0.038765,-0.048839,4.521751,0.138269,0.114718,2.380163,0.035071,0.056691
1573523240.238740,-0.122820,0.057191,0.009084,0.010123,-0.039306,-0.047277,4.831849,0.142882,0.116771,2.473130,0.105806,0.094350
1573523240.398140,-0.113408,0.049062,0.009161,0.009730,-0.039284,-0.045969,5.269115,0.162003,0.125721,2.679094,0.099693,0.056977
1573523240.487790,-0.088579,0.027048,0.009050,0.009887,-0.038486,-0.044336,5.510280,0.163988,0.120987,2.742403,0.038366,0.018879
1573523240.587410,-0.083569,0.019847,0.009037,0.010957,-0.038133,-0.043665,5.802253,0.166262,0.119862,2.791414,0.010495,0.013608
1573523240.736840,-0.080384,0.007167,0.008736,0.011221,-0.037640,-0.041966,6.240219,0.166144,0.125262,2.899078,0.034297,0.075375
1573523240.911180,-0.079953,-0.000754,0.008507,0.010944,-0.037325,-0.040251,6.765846,0.179195,0.142081,2.993008,0.064770,0.074016
1573523240.995860,-0.088118,-0.005120,0.008195,0.010042,-0.037508,-0.038815,7.031437,0.182857,0.149590,3.060558,0.029690,0.037043
1573523241.120390,-0.090027,-0.003670,0.008137,0.009782,-0.037886,-0.037526,7.424670,0.188316,0.154505,3.161644,0.058253,0.031390
1573523241.249880,-0.084545,-0.000012,0.008331,0.009269,-0.038398,-0.036047,7.838072,0.205333,0.162301,3.208935,0.187187,0.111649
1573523241.374410,-0.074270,0.006795,0.008673,0.008699,-0.038836,-0.035106,8.233373,0.229916,0.173299,3.238306,0.143425,0.088526
1573523241.573650,-0.069088,0.014153,0.008909,0.007908,-0.039235,-0.034388,8.879923,0.239064,0.182885,3.329637,-0.027318,0.024037
