1573523237.399600,0.546637,-0.019104,-0.065789
1573523237.404580,0.366393,-0.125722,0.033886
1573523237.409560,0.247491,-0.106959,0.084420
1573523237.414540,0.259669,0.002372,0.085270
1573523237.419520,0.424372,0.095371,0.041970
1573523237.424500,0.619720,0.101032,-0.065371
1573523237.429480,0.684299,0.013059,-0.103203
1573523237.434470,0.591997,-0.067935,-0.046263
1573523237.439450,0.464655,-0.057400,0.010662
1573523237.444430,0.397816,0.019238,0.039288
1573523237.449410,0.431112,0.094656,0.028076
1573523237.454390,0.574770,0.146340,-0.016576
1573523237.459370,0.704938,0.152385,-0.069226
1573523237.464350,0.711332,0.058334,-0.068556
1573523237.469330,0.587689,-0.077731,-0.018973
1573523237.474310,0.434081,-0.118238,0.044738
1573523237.479290,0.369026,-0.030073,0.074196
1573523237.484270,0.433028,0.108223,0.043802
1573523237.489250,0.600508,0.205649,-0.032558
1573523237.494240,0.726520,0.157957,-0.105746
1573523237.499220,0.688353,-0.016589,-0.105415
1573523237.504200,0.537123,-0.160256,-0.034093
1573523237.509180,0.385833,-0.186012,0.020160
1573523237.514160,0.335820,-0.114158,0.022213
1573523237.519140,0.453658,0.017432,-0.011542
1573523237.524120,0.669220,0.157378,-0.084130
1573523237.529110,0.784440,0.184525,-0.116822
1573523237.534090,0.694123,0.032103,-0.074079
1573523237.539070,0.511903,-0.147206,0.026459
1573523237.544050,0.379725,-0.182100,0.075774
1573523237.549030,0.390483,-0.051796,0.034165
1573523237.554010,0.559713,0.131924,-0.031508
1573523237.558990,0.739799,0.201116,-0.106153
1573523237.563970,0.766739,0.088841,-0.114947
1573523237.568950,0.622739,-0.053647,-0.040819
1573523237.573930,0.448446,-0.034073,0.051559
1573523237.578910,0.384217,0.107837,0.078883
1573523237.583890,0.438694,0.193807,0.018438
1573523237.588880,0.588965,0.182342,-0.053934
1573523237.593860,0.728324,0.117959,-0.122780
1573523237.598840,0.708292,0.013266,-0.123576
1573523237.603820,0.534016,-0.094898,-0.021569
1573523237.608800,0.362263,-0.155952,0.074868
1573523237.613780,0.342043,-0.110594,0.092578
1573523237.618760,0.489159,0.046804,0.022075
1573523237.623750,0.679504,0.226384,-0.062553
1573523237.628730,0.738325,0.283586,-0.081006
1573523237.633710,0.604461,0.136190,0.012844
1573523237.638690,0.396035,-0.077620,0.138926
1573523237.643670,0.294486,-0.099576,0.157925
1573523237.648650,0.385606,0.129883,0.112953
1573523237.653630,0.599103,0.393894,0.041952
1573523237.658610,0.746239,0.431278,-0.039547
1573523237.663590,0.723093,0.214168,-0.041849
1573523237.668570,0.578640,-0.013297,0.061759
1573523237.673550,0.436872,-0.037034,0.156528
1573523237.678530,0.403645,0.096759,0.143269
1573523237.683520,0.478449,0.223245,0.071572
1573523237.688500,0.591073,0.249152,0.019265
1573523237.693480,0.628353,0.172811,0.002660
1573523237.698460,0.529482,0.048922,0.047882
1573523237.703440,0.366757,-0.038699,0.143172
1573523237.708420,0.263590,-0.027976,0.189449
1573523237.713400,0.296927,0.073514,0.157671
1573523237.718380,0.431787,0.191424,0.067456
1573523237.723360,0.543550,0.251552,-0.002016
1573523237.728340,0.548188,0.213348,0.013947
1573523237.733320,0.456229,0.071481,0.075175
1573523237.738300,0.343901,-0.060292,0.129997
1573523237.743280,0.307342,-0.036986,0.134334
1573523237.748270,0.378549,0.142971,0.105356
1573523237.753250,0.518450,0.332329,0.077550
1573523237.758230,0.610629,0.350137,0.049822
1573523237.763210,0.560818,0.180898,0.055277
1573523237.768190,0.405477,0.026927,0.121330
1573523237.773170,0.270891,0.065379,0.182496
1573523237.778160,0.254112,0.232097,0.167174
1573523237.783140,0.351956,0.352600,0.111103
1573523237.788120,0.507902,0.313823,0.030916
1573523237.793100,0.595153,0.129861,-0.052360
1573523237.798080,0.547696,-0.059402,-0.065373
1573523237.803060,0.427487,-0.133792,0.016808
1573523237.808040,0.319581,-0.099026,0.072099
1573523237.813020,0.322035,-0.024927,0.033918
1573523237.818000,0.432871,0.044844,-0.019165
1573523237.822980,0.556411,0.102364,-0.060797
1573523237.827960,0.584002,0.119836,-0.030812
1573523237.832940,0.473538,0.068309,0.058255
1573523237.837920,0.320444,-0.006295,0.110091
1573523237.842910,0.272267,-0.003712,0.111122
1573523237.847890,0.406703,0.121188,0.059386
1573523237.852870,0.619678,0.241691,-0.029322
1573523237.857850,0.704610,0.191056,-0.070996
1573523237.862830,0.598606,0.004990,-0.002431
1573523237.867810,0.431317,-0.106533,0.089802
1573523237.872790,0.357895,-0.039445,0.104393
1573523237.877770,0.442913,0.111449,0.058320
1573523237.882750,0.605857,0.178069,-0.016267
1573523237.887730,0.698664,0.117772,-0.080553
1573523237.892710,0.628403,0.031638,-0.085257
1573523237.897690,0.436109,-0.024607,-0.023454
1573523237.902670,0.278687,-0.061702,0.040567
1573523237.907660,0.266876,-0.109424,0.042347
1573523237.912640,0.407965,-0.098384,-0.016867
1573523237.917620,0.589846,0.012777,-0.102291
1573523237.922600,0.654532,0.086450,-0.130001
1573523237.927580,0.542266,0.000760,-0.064278
1573523237.932560,0.348829,-0.170853,0.036548
1573523237.937550,0.263104,-0.238415,0.046656
1573523237.942530,0.367986,-0.110955,-0.021405
1573523237.947510,0.559529,0.064562,-0.090597
1573523237.952490,0.658333,0.062999,-0.164633
1573523237.957470,0.589519,-0.137668,-0.175229
1573523237.962450,0.435707,-0.321370,-0.094596
1573523237.967430,0.347555,-0.289193,-0.048073
1573523237.972410,0.396993,-0.086489,-0.042496
1573523237.977390,0.542454,0.098793,-0.066131
1573523237.982370,0.688182,0.144609,-0.110463
1573523237.987350,0.701621,0.034679,-0.116829
1573523237.992330,0.550717,-0.133323,-0.064250
1573523237.997310,0.346692,-0.194093,0.026245
1573523238.002300,0.222914,-0.147025,0.055290
1573523238.007280,0.260925,-0.073415,0.048433
1573523238.012260,0.423816,0.013190,-0.009650
1573523238.017240,0.572426,0.083113,-0.084221
1573523238.022220,0.567553,0.044212,-0.112165
1573523238.027200,0.420260,-0.112495,-0.059310
1573523238.032180,0.258108,-0.254959,0.040743
1573523238.037160,0.221819,-0.263385,0.059250
1573523238.042140,0.356562,-0.105204,0.011413
1573523238.047120,0.541772,0.088737,-0.050165
1573523238.052100,0.614207,0.156408,-0.083414
1573523238.057080,0.521801,0.071515,-0.041942
1573523238.062070,0.360336,-0.069487,0.088789
1573523238.067050,0.258570,-0.143633,0.157720
1573523238.072030,0.287360,-0.103895,0.121008
1573523238.077010,0.412123,0.022194,0.065976
1573523238.081990,0.533964,0.125602,-0.003794
1573523238.086970,0.566783,0.106681,-0.002125
1573523238.091950,0.476620,0.005552,0.068045
1573523238.096940,0.330475,-0.042757,0.137761
1573523238.101920,0.242597,0.020186,0.177227
1573523238.106900,0.283916,0.143114,0.162547
1573523238.111880,0.415434,0.228386,0.103915
1573523238.116860,0.519989,0.176340,0.015230
1573523238.121840,0.509194,0.012527,-0.029856
1573523238.126820,0.404631,-0.157563,0.029252
1573523238.131800,0.292698,-0.226836,0.061782
1573523238.136780,0.258027,-0.129507,0.024588
1573523238.141760,0.342860,0.060802,-0.026350
1573523238.146740,0.455795,0.190046,-0.039356
1573523238.151720,0.442881,0.144569,-0.012356
1573523238.156710,0.309874,-0.036157,0.035220
1573523238.161690,0.183164,-0.181708,0.112596
1573523238.166670,0.144167,-0.162619,0.132028
1573523238.171650,0.246739,0.032338,0.096651
1573523238.176630,0.431422,0.261002,0.043245
1573523238.181610,0.544271,0.308936,0.018042
1573523238.186590,0.514429,0.163097,0.030911
1573523238.191580,0.408298,0.032692,0.098904
1573523238.196560,0.341127,0.078665,0.167145
1573523238.201540,0.355496,0.207730,0.156412
1573523238.206520,0.419980,0.256841,0.105354
1573523238.211500,0.496526,0.233946,0.047511
1573523238.216480,0.541086,0.187954,0.008569
1573523238.221460,0.529284,0.133336,0.041868
1573523238.226440,0.477516,0.099756,0.125050
1573523238.231420,0.412088,0.129625,0.173430
1573523238.236400,0.393210,0.224609,0.207114
1573523238.241380,0.464324,0.337073,0.201612
1573523238.246360,0.584348,0.391334,0.125769
1573523238.251350,0.628783,0.300999,0.072512
1573523238.256330,0.503046,0.123755,0.139037
1573523238.261310,0.305226,0.005104,0.228480
1573523238.266290,0.209690,0.027170,0.211904
1573523238.271270,0.321676,0.160968,0.127470
1573523238.276250,0.585467,0.287470,0.021950
1573523238.281230,0.790763,0.288711,-0.078407
1573523238.286210,0.796574,0.147235,-0.092026
1573523238.291190,0.644709,0.000342,-0.024126
1573523238.296170,0.473468,-0.040163,0.005689
1573523238.301150,0.398533,0.001165,-0.006675
1573523238.306130,0.484389,0.048915,-0.073116
1573523238.311110,0.679488,0.048260,-0.160573
1573523238.316100,0.818176,-0.010547,-0.190195
1573523238.321080,0.792649,-0.111178,-0.151224
1573523238.326060,0.659602,-0.177074,-0.038707
1573523238.331040,0.536188,-0.137121,0.025449
1573523238.336020,0.530440,-0.024944,0.016133
1573523238.341000,0.648010,0.089111,-0.010337
1573523238.345990,0.770282,0.127491,-0.076656
1573523238.350970,0.794008,0.055305,-0.117615
1573523238.355950,0.705812,-0.081553,-0.074720
1573523238.360930,0.597242,-0.180734,-0.018980
1573523238.365910,0.555794,-0.161967,-0.034896
1573523238.370890,0.630177,-0.056941,-0.099639
1573523238.375870,0.809819,0.038313,-0.157952
1573523238.380860,0.966156,0.024513,-0.216577
1573523238.385840,0.959320,-0.117256,-0.200273
1573523238.390820,0.793940,-0.268712,-0.108428
1573523238.395800,0.616886,-0.269065,-0.040018
1573523238.400780,0.546595,-0.105317,-0.017206
1573523238.405760,0.623563,0.065613,-0.040884
1573523238.410740,0.798788,0.110442,-0.083393
1573523238.415720,0.902271,-0.010471,-0.119272
1573523238.420700,0.836550,-0.200390,-0.115412
1573523238.425680,0.679313,-0.263664,-0.031228
1573523238.430660,0.569547,-0.159486,0.026388
1573523238.435640,0.600609,-0.043068,0.012291
1573523238.440630,0.750866,-0.028929,-0.051907
