time,ins1000_lat,ins1000_lon,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw,algo_vel_x,algo_vel_y,algo_vel_z,align_pose_x,align_pose_y,align_pose_z,align_roll,align_pitch,align_yaw,align_vel_x,align_vel_y,align_vel_z,algo_lat,algo_lon,algo_alt,loop_pose_x,loop_pose_y,loop_pose_z,loop_lat,loop_lon,loop_alt,loop_roll,loop_pitch,loop_yaw
1573538003,31.50770135,120.4017331,12.5314,-0.821363287,0.909844797,-0.969164601,0,0,0,0.63361,-0.01206,-0.00081,1.239277816,0.602900156,0.095908143,0.864264524,-0.009549265,-0.003720422,0.63361,-0.01206,-0.00081,-0.821363287,-0.909844797,1.814781529,0.883794874,-0.023292371,0.002832909,31.50770135,120.4017331,12.53140001,,,,,,,,,
1573538003,31.50770274,120.4017331,12.4954,-0.913419958,0.931812544,-0.992989523,0.154121044,-0.000949946,0.036000003,0.75376,-0.01213,-0.00329,1.156894702,0.577448387,0.12615832,0.966715189,0.006070552,-0.013993369,0.787700239,-0.008835598,-0.036810003,-0.913419958,-0.931812544,1.838606451,0.987692895,-0.017537211,-0.005243228,31.50770243,120.4017332,12.52892001,,,,,,,,,
1573538003,31.50770397,120.4017331,12.4967,-1.016253875,0.896547086,-0.993512942,0.290501538,-0.000949946,0.034700008,0.88862,-0.01264,-0.00775,1.052637074,0.610820791,0.122501603,1.077324078,-4.14E-05,-0.020608933,0.92406588,-0.006822859,-0.035510008,-1.016253875,-0.896547086,1.83912987,1.103756833,-0.020029747,-0.006427552,31.50770365,120.4017332,12.52446001,,,,,,,,,
1573538003,31.50770543,120.4017332,12.4985,-1.072980814,0.850430082,-0.970606012,0.452384074,0.000949947,0.032900018,1.03688,-0.01416,-0.01269,0.969070473,0.678493113,0.126065106,1.185314482,-0.022624371,-0.007892977,1.085958825,-0.00633344,-0.033710018,-1.072980814,-0.850430082,1.81622294,1.221769324,-0.048060266,-0.002634445,31.50770499,120.4017332,12.51952002,,,,,,,,,
1573538004,31.50770693,120.4017332,12.5007,-1.095621429,0.827427945,-0.959094616,0.618701748,0.004749735,0.030700031,1.20139,-0.01707,-0.01722,0.953064004,0.754211157,0.117433537,1.294416514,-0.029158719,-0.004927626,1.252314463,-0.007678255,-0.031510031,-1.095621429,-0.827427945,1.804711544,1.327296947,-0.051631964,-0.005255945,31.50770647,120.4017333,12.51499003,,,,,,,,,
1573538004,31.50770855,120.4017332,12.502,-1.153121669,0.861444706,-0.94839255,0.798324837,0.007599576,0.029400051,1.37631,-0.02087,-0.02273,0.917650834,0.81951921,0.123453361,1.391197381,-0.019322515,-0.008304443,1.431960049,-0.00787686,-0.030210051,-1.153121669,-0.861444706,1.794009478,1.435616662,-0.034638761,-0.011684443,31.50770805,120.4017333,12.50948005,,,,,,,,,
1573538004,31.50771045,120.4017332,12.5041,-1.3708561,0.882850598,-0.927366124,1.008993891,0.007599575,0.02730008,1.56774,-0.0214,-0.03095,0.737816383,0.910251442,0.121604196,1.514673981,0.007943107,-0.016603303,1.642606158,-0.00476775,-0.02811008,-1.3708561,-0.882850598,1.772983052,1.572802871,-0.015850432,-0.008816535,31.50770977,120.4017334,12.50126007,,,,,,,,,
1573538004,31.50771238,120.4017332,12.5058,-1.542191123,0.835945287,-0.90513551,1.222989299,0.008549524,0.025600118,1.77521,-0.02094,-0.03994,0.51688542,1.026161192,0.134123709,1.65138298,-0.020965978,-0.02227086,1.856592281,-0.002559394,-0.026410118,-1.542191123,-0.835945287,1.750752438,1.7157633,-0.051395487,-0.016122712,31.50771164,120.4017334,12.49227011,,,,,,,,,
1573538004,31.50771446,120.4017333,12.5077,-1.575887723,0.790468483,-0.858917416,1.453616475,0.014249206,0.023700167,2.01107,-0.02658,-0.04711,0.441048577,1.111173772,0.102830527,1.784794009,-0.066763111,0.002815921,2.087278456,-0.004854798,-0.024510167,-1.575887723,-0.790468483,1.704534344,1.832507073,-0.099999297,-0.007934545,31.50771377,120.4017335,12.48510015,,,,,,,,,
1573538004,31.50771682,120.4017334,12.4861,-1.553232472,0.883085538,-0.802717958,1.715289611,0.022798729,0.045300233,2.23964,-0.0296,-0.06145,0.491159279,1.341661712,0.057321241,1.903508438,-0.06298696,0.015113759,2.34904927,-0.009541549,-0.046110233,-1.553232472,-0.883085538,1.648334886,1.957698977,-0.084253912,-0.011461393,31.50771583,120.4017336,12.47076021,,,,,,,,,
1573538004,31.50771923,120.4017335,12.488,-1.575998942,0.941166757,-0.73493337,1.982506675,0.030398305,0.04340031,2.50705,-0.03649,-0.06785,0.477861651,1.319001689,-0.001375346,2.077830304,-0.054815637,-0.006425531,2.616349389,-0.013196638,-0.04421031,-1.575998942,-0.941166757,1.580550297,2.145977187,-0.090805701,-0.027760549,31.50771824,120.4017337,12.46436028,,,,,,,,,
1573538004,31.50772185,120.4017336,12.4908,-1.552304088,0.861559311,-0.699280944,2.273008213,0.040847721,0.040600408,2.79739,-0.04325,-0.07617,0.455774595,1.378691477,-0.027750335,2.257286044,-0.078466183,0.004186505,2.906973504,-0.019357617,-0.041410408,-1.552304088,-0.861559311,1.544897872,2.303732319,-0.121651711,-0.004237171,31.50772086,120.4017338,12.45604037,2.78829,-0.03695,-0.0796,31.50772078,120.4017337,12.45261037,0.005193621,0.025622058,-0.000533514
1573538005,31.50772483,120.4017337,12.4955,-1.447315328,0.66881851,-0.581458026,2.603425996,0.054146977,0.035900535,3.09571,-0.04828,-0.08591,0.392759157,1.620740972,-0.104464491,2.363696145,-0.08585583,0.004123629,3.237551575,-0.027779032,-0.036710535,-1.447315328,-0.66881851,1.427074954,2.415238079,-0.11897518,-0.015003286,31.50772355,120.4017339,12.44630048,3.09754,-0.04585,-0.09454,31.50772356,120.4017339,12.43767048,0.002070405,0.032343409,-0.001846759
1573538005,31.50772769,120.4017338,12.4959,-1.538173274,0.565999834,-0.523307904,2.920538362,0.064596391,0.035500672,3.41728,-0.05456,-0.10722,0.099143529,2.020490529,-0.162143739,2.422581324,-0.030662916,-0.013242511,3.55478362,-0.03354728,-0.036310672,-1.538173274,-0.565999834,1.368924832,2.457800397,-0.062601398,-0.036274301,31.50772645,120.401734,12.42499062,3.42183,-0.05265,-0.12284,31.50772649,120.401734,12.40937062,-0.003341106,0.041778336,-0.002890422
1573538005,31.50773062,120.4017339,12.4943,-1.733581238,0.841520763,-0.436760029,3.24541222,0.071246018,0.03710083,3.74884,-0.05557,-0.13731,-0.420662093,2.177643153,-0.242952078,2.501285733,-0.031805823,0.006024756,3.879720233,-0.035401609,-0.03791083,-1.733581238,-0.841520763,1.282376957,2.550765633,-0.11831624,-0.042565532,31.50772944,120.4017341,12.39490077,3.74868,-0.05285,-0.14761,31.50772944,120.4017341,12.38460077,-0.009412437,0.041663173,-0.004337052
