1573523576660647936,0.31996,0.00715,0.00257,0.99986,-0.01322,0.01048,0.00009,179.99398,178.79886,178.48464,0.54227,0.01131,-0.00124,
1573523576760567808,0.37784,0.01044,0.00382,0.99986,-0.01300,0.01020,0.00009,179.99531,178.83110,178.50994,0.62208,0.01713,-0.00107,
1573523576860487936,0.44446,0.01397,0.00483,0.99987,-0.01282,0.00989,0.00002,179.98728,178.86689,178.53076,0.70811,0.02610,0.00166,
1573523576960408064,0.51887,0.01801,0.00626,0.99987,-0.01277,0.00960,0.00002,179.98876,178.89957,178.53679,0.79578,0.03442,0.00493,
1573523577060337920,0.60524,0.02285,0.00776,0.99987,-0.01290,0.00928,0.00001,179.98748,178.93630,178.52166,0.88448,0.04781,0.00921,
1573523577160257792,0.69925,0.02839,0.00886,0.99987,-0.01335,0.00904,-0.00007,179.97818,178.96384,178.46958,0.97699,0.06029,0.00958,
1573523577260177920,0.80278,0.03414,0.00970,0.99987,-0.01389,0.00864,-0.00015,179.96909,179.01075,178.40812,1.07576,0.06512,0.00935,
1573523577360097792,0.91713,0.04148,0.01163,0.99986,-0.01426,0.00820,-0.00011,179.97416,179.06019,178.36519,1.17880,0.06272,0.00700,
1573523577460017920,1.03791,0.04780,0.01455,0.99987,-0.01434,0.00747,-0.00030,179.95279,179.14511,178.35663,1.28057,0.06390,0.01273,
1573523577559938048,1.16642,0.05639,0.01900,0.99987,-0.01441,0.00703,-0.00060,179.91909,179.19592,178.34830,1.37328,0.07094,0.02899,
1573523577659867904,1.30177,0.06486,0.02492,0.99988,-0.01435,0.00620,-0.00059,179.92249,179.29106,178.35529,1.46419,0.08260,0.04155,
1573523577759787776,1.44975,0.07466,0.03426,0.99988,-0.01486,0.00488,-0.00066,179.91562,179.44238,178.29646,1.56244,0.10868,0.05274,
1573523577859707904,1.60889,0.08523,0.04429,0.99987,-0.01597,0.00327,-0.00070,179.91386,179.62614,178.16945,1.67659,0.12317,0.05419,
1573523577959627776,1.78325,0.09571,0.05077,0.99985,-0.01716,0.00301,-0.00039,179.94971,179.65572,178.03311,1.78556,0.10183,0.04765,
1573523578059547904,1.96422,0.10256,0.05953,0.99985,-0.01711,0.00222,-0.00047,179.94211,179.74662,178.03939,1.86398,0.06956,0.05906,
1573523578159468032,2.15480,0.10818,0.06857,0.99987,-0.01618,0.00177,-0.00033,179.95857,179.79797,178.14519,1.92585,0.05078,0.07014,
1573523578259397888,2.35430,0.11432,0.07718,0.99988,-0.01524,0.00111,-0.00010,179.98713,179.87347,178.25410,2.00275,0.08145,0.08096,
1573523578359318016,2.56016,0.12294,0.08519,0.99989,-0.01500,0.00059,-0.00001,179.99830,179.93193,178.28097,2.09692,0.09732,0.07269,
1573523578459237888,2.77542,0.13162,0.09246,0.99989,-0.01475,0.00028,0.00014,0.01589,0.03285,-1.69061,2.19459,0.07900,0.07163,
1573523578559157760,2.99912,0.13926,0.09997,0.99990,-0.01440,0.00052,0.00030,0.03328,0.06007,-1.64982,2.28372,0.08518,0.07316,
1573523578659077888,3.23292,0.14598,0.10397,0.99991,-0.01340,0.00119,0.00059,0.06541,0.13760,-1.53549,2.37458,0.06681,0.03805,
1573523578758998016,3.47227,0.15587,0.11089,0.99990,-0.01376,0.00081,0.00047,0.05217,0.09396,-1.57666,2.41843,0.13230,0.08978,
1573523578858927872,3.71751,0.16776,0.12153,0.99990,-0.01434,-0.00090,0.00046,0.05458,-0.10226,-1.64348,2.50000,0.12177,0.10298,
1573523578958848000,3.97278,0.17884,0.13387,0.99989,-0.01479,-0.00197,0.00092,0.10876,-0.22407,-1.69490,2.60657,0.11137,0.10634,
1573523579058777856,4.23784,0.18744,0.14333,0.99990,-0.01425,-0.00191,0.00056,0.06771,-0.21809,-1.63257,2.69287,0.10154,0.08513,
1573523579158697728,4.51238,0.19898,0.15214,0.99990,-0.01388,-0.00198,0.00076,0.09027,-0.22588,-1.59037,2.77915,0.11194,0.09572,
1573523579258617856,4.79168,0.21103,0.16294,0.99990,-0.01364,-0.00181,0.00120,0.13994,-0.20604,-1.56373,2.82641,0.13255,0.12252,
1573523579358537984,5.07568,0.22475,0.17570,0.99990,-0.01365,-0.00173,0.00122,0.14243,-0.19589,-1.56487,2.87725,0.12575,0.11178,
1573523579458467840,5.36639,0.23629,0.18561,0.99991,-0.01328,-0.00125,0.00151,0.17447,-0.14147,-1.52239,2.93797,0.10773,0.08203,
1573523579558377984,5.65741,0.24686,0.19853,0.99993,-0.01185,-0.00072,0.00169,0.19454,-0.07984,-1.35852,2.91650,0.10833,0.06479,
1573523579658298112,5.94539,0.25873,0.21100,0.99994,-0.01084,-0.00181,0.00158,0.18349,-0.20534,-1.24262,2.88481,0.12904,0.09416,
1573523579758217728,6.23488,0.27457,0.22801,0.99993,-0.01131,-0.00217,0.00188,0.21850,-0.24631,-1.29625,2.87679,0.16013,0.15771,
1573523579858137856,6.52408,0.28918,0.25003,0.99993,-0.01109,-0.00294,0.00220,0.25539,-0.33410,-1.27200,2.84668,0.13861,0.17649,
1573523579958057984,6.81434,0.30087,0.26943,0.99993,-0.01035,-0.00431,0.00245,0.28600,-0.49042,-1.18780,2.84718,0.10813,0.13292,
1573523580057967872,7.10420,0.31049,0.28270,0.99994,-0.00925,-0.00477,0.00271,0.31528,-0.54405,-1.06185,2.88208,0.11631,0.09513,
1573523580157888000,7.39724,0.32446,0.29538,0.99995,-0.00885,-0.00392,0.00271,0.31474,-0.44622,-1.01590,2.89360,0.14974,0.10081,
1573523580257807872,7.69055,0.34037,0.30955,0.99995,-0.00859,-0.00337,0.00278,0.32189,-0.38354,-0.98487,2.89958,0.15198,0.13165,
1573523580357708032,7.98615,0.35614,0.32723,0.99994,-0.00875,-0.00540,0.00327,0.38006,-0.61584,-1.00518,2.91335,0.15862,0.16758,
1573523580457627904,8.28238,0.37114,0.34647,0.99993,-0.00819,-0.00730,0.00355,0.41338,-0.83313,-0.94189,2.94495,0.14799,0.17446,
