        time,ref_pose_x,ref_pose_y,ref_pose_z,        ref_roll,ref_pitch,ref_yaw,        algo_pose_x,algo_pose_y,algo_pose_z,        algo_roll,algo_pitch,algo_yaw,        align_pose_x,align_pose_y,align_pose_z,        align_roll,align_pitch,align_yaw,,        align_pose_x,align_pose_y,align_pose_z
1.40364E+12,4.638162,-1.815817,0.689073,-174.1227749,-61.35191001,155.4917967,0.002436931,-0.097305449,0.107740632,-173.5924048,-61.73930462,1.614223665,4.638162,-1.815817,0.689073,-174.1227749,-61.35191001,155.4917967,,4.638162,-1.815817,0.689073
1.40364E+12,4.642317,-1.815358,0.699657,-176.9809243,-61.54738908,158.95099,-0.003771971,-0.099810292,0.12028039,-177.0234792,-61.49534713,4.830369447,4.644370902,-1.813312157,0.701612758,-177.5538493,-61.10795253,158.7079425,,4.631953098,-1.818321843,0.701612758
1.40364E+12,4.640542,-1.813174,0.742714,-177.57353,-62.01454424,159.9019644,-0.00232387,-0.100917915,0.16420788,-177.6889106,-61.87476883,5.719408464,4.642922801,-1.812204534,0.745540248,-178.2192807,-61.48737423,159.5969815,,4.633401199,-1.819429465,0.745540248
1.40364E+12,4.63603,-1.809537,0.800072,-177.5814597,-63.62989648,159.9244247,0.001511283,-0.102345001,0.224040756,-177.7721297,-63.45354758,5.705691424,4.639087648,-1.810777448,0.805373124,-178.3024998,-63.06615297,159.5832645,,4.637236352,-1.820856552,0.805373124
1.40364E+12,4.629793,-1.804637,0.862069,-177.7087497,-66.20277059,159.9704235,0.007490402,-0.1044458,0.286686611,-177.887757,-66.04350569,5.775327665,4.633108529,-1.808676649,0.868018979,-178.4181271,-65.65611109,159.6529007,,4.643215471,-1.822957351,0.868018979
1.40364E+12,4.624456,-1.799716,0.923626,-177.3896235,-69.02082513,159.6564798,0.011742231,-0.10673934,0.349278399,-177.648137,-68.8608376,5.516396833,4.6288567,-1.806383109,0.930610767,-178.1785071,-68.47344299,159.3939699,,4.6474673,-1.825250891,0.930610767
1.40364E+12,4.628783,-1.798197,0.979424,-176.3280802,-71.26558406,158.3665094,0.013104907,-0.109020846,0.399614852,-176.7789951,-71.12635029,4.339341947,4.627494024,-1.804101603,0.98094722,-177.3093652,-70.73895569,158.216915,,4.648829976,-1.827532397,0.98094722
1.40364E+12,4.627604,-1.794285,1.005275,-175.8528468,-72.6469621,157.5981125,0.022240256,-0.111595646,0.429022071,-176.4529239,-72.47562929,3.68626432,4.618358675,-1.801526803,1.010354438,-176.983294,-72.08823469,157.5638374,,4.657965325,-1.830107197,1.010354438
1.40364E+12,4.626201,-1.790791,0.958711,-175.9511044,-71.26216839,157.6643879,0.019117534,-0.118722726,0.376450884,-176.3095812,-70.96363847,3.667224129,4.621481397,-1.794399723,0.957783252,-176.8399513,-70.57624386,157.5447972,,4.654842603,-1.837234277,0.957783252
1.40364E+12,4.626909,-1.792359,0.905987,-176.6775347,-69.90859215,158.5622684,0.01466051,-0.115933619,0.32624628,-176.9859023,-69.61316061,4.556781328,4.625938421,-1.79718883,0.907578648,-177.5162724,-69.225766,158.4343544,,4.650385579,-1.834445169,0.907578648
