        time,ref_pose_x,ref_pose_y,ref_pose_z,        ref_roll,ref_pitch,ref_yaw,        algo_pose_x,algo_pose_y,algo_pose_z,        algo_roll,algo_pitch,algo_yaw,        align_pose_x,align_pose_y,align_pose_z,        align_roll,align_pitch,align_yaw
1.40372E+12,0.598429,2.036416,1.158659,179.3227015,-69.09273967,-27.1339176,0.015588924,0.007481992,0.000654199,178.477413,0.871949141,-1.046019339,0.598429,2.036416,1.158659,179.3227015,-69.09273967,-27.1339176
1.40372E+12,0.61596,2.048048,1.197336,178.9126448,-68.3287684,-24.47890158,0.024671824,0.013233481,0.000466495,177.750464,1.203592564,-1.036410937,0.6075119,2.042167488,1.158471296,178.5957525,-68.76109625,-27.1243092
1.40372E+12,0.636248,2.059395,1.228895,178.3098614,-68.2098922,-21.63989136,0.024996759,0.014989896,0.00037103,176.6960669,0.610859237,-1.075033681,0.607836836,2.043923904,1.158375831,177.5413553,-69.35382958,-27.16293194
1.40372E+12,0.659287,2.07023,1.252363,177.8905278,-68.33724992,-19.56367054,0.028695631,0.018973741,0.00151863,176.4750459,0.480314905,-1.104376964,0.611535708,2.047907748,1.159523431,177.3203343,-69.48437391,-27.19227522
1.40372E+12,0.684245,2.080816,1.268489,177.4689945,-68.66319565,-17.97456154,0.029645094,0.022006814,0.003221661,176.0956149,0.255712623,-1.124094538,0.61248517,2.050940821,1.161226462,176.9409034,-69.70897619,-27.2119928
1.40372E+12,0.711914,2.092386,1.282884,176.2949352,-68.83466417,-15.90260611,0.028722261,0.021726663,-0.001865008,175.9301506,0.036842916,-1.125648374,0.611562337,2.050660671,1.156139793,176.7754391,-69.9278459,-27.21354663
1.40372E+12,0.741538,2.105394,1.300957,176.4492281,-69.02884949,-15.40103468,0.032937547,0.026991471,-0.00303224,175.8109007,-0.006954244,-1.171225842,0.615777623,2.055925479,1.154972561,176.6561892,-69.97164306,-27.2591241
1.40372E+12,0.772285,2.120046,1.323772,177.2263022,-69.54306746,-15.72851037,0.03611054,0.029324279,-0.006833341,176.2063878,0.057547183,-1.171622918,0.618950616,2.058258287,1.15117146,177.0516763,-69.90714163,-27.25952118
1.40372E+12,0.803927,2.13547,1.351244,175.6277402,-70.53127089,-13.95796646,0.025901944,0.016194263,-0.004858925,175.9627343,-0.129742815,-1.202883525,0.60874202,2.04512827,1.153145876,176.8080228,-70.09443163,-27.29078178
1.40372E+12,0.834792,2.153868,1.382883,172.4805941,-71.17761664,-10.91032081,0.024126434,0.013190963,-0.003307931,175.5574817,-0.270458813,-1.222230374,0.60696651,2.04212497,1.15469687,176.4027702,-70.23514763,-27.31012863
1.40372E+12,0.864036,2.177628,1.422437,170.2191098,-70.39571681,-8.858016814,0.025097273,0.013137496,-0.003106732,175.3726192,-0.352895393,-1.241708558,0.607937349,2.042071504,1.154898069,176.2179076,-70.31758421,-27.32960682
1.40372E+12,0.893599,2.20816,1.475806,170.3920216,-69.77399689,-9.158973018,0.023345913,0.011919272,-0.002126277,175.300918,-0.35880004,-1.261779113,0.606185989,2.04085328,1.155878524,176.1462065,-70.32348885,-27.34967737
1.40372E+12,0.924487,2.245461,1.541009,173.3252214,-69.57196842,-11.7517576,0.020369782,0.010938207,-0.001553052,175.2337719,-0.360875905,-1.293658572,0.603209858,2.039872214,1.156451749,176.0790604,-70.32556472,-27.38155683
1.40372E+12,0.9568,2.28751,1.608051,174.9867462,-69.47800069,-12.47123241,0.017814886,0.009557372,-0.001441659,175.153108,-0.347953312,-1.328688846,0.600654962,2.038491379,1.156563142,175.9983965,-70.31264212,-27.41658711
1.40372E+12,0.988997,2.332073,1.664157,176.080485,-69.58852698,-12.65673799,0.017830151,0.009746052,-0.001532005,175.1464452,-0.333527606,-1.360621096,0.600670227,2.03868006,1.156472797,175.9917337,-70.29821642,-27.44851936
1.40372E+12,1.021135,2.378709,1.708639,177.1667137,-69.64180855,-12.61990709,0.018479954,0.01057877,-0.001741348,175.1439454,-0.334321858,-1.372000041,0.60132003,2.039512778,1.156263453,175.9892339,-70.29901067,-27.4598983
1.40372E+12,1.054027,2.427734,1.75016,178.1405989,-69.62213935,-11.73182065,0.018969708,0.011559713,-0.002018903,175.1543242,-0.329031659,-1.391811546,0.601809784,2.04049372,1.155985898,175.9996126,-70.29372047,-27.47970981
1.40372E+12,1.087424,2.477037,1.790593,178.0918586,-69.43283592,-10.00499694,0.018885617,0.011781233,-0.002302485,175.2033599,-0.329597808,-1.402345402,0.601725693,2.04071524,1.155702316,176.0486483,-70.29428662,-27.49024366
1.40372E+12,1.121152,2.525826,1.826511,178.7401556,-67.81092215,-9.343775094,0.018848038,0.012532829,-0.002524452,175.2093939,-0.355004386,-1.420396139,0.601688115,2.041466837,1.155480349,176.0546823,-70.3196932,-27.5082944
