time,ins1000_lat,ins1000_lon,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw,algo_vel_x,algo_vel_y,algo_vel_z,align_pose_x,align_pose_y,align_pose_z,align_roll,align_pitch,align_yaw,align_vel_x,align_vel_y,align_vel_z,algo_lat,algo_lon,algo_alt,loop_pose_x,loop_pose_y,loop_pose_z,loop_lat,loop_lon,loop_alt,loop_roll,loop_pitch,loop_yaw
1573524797,31.50808952,120.4019901,13.9435,0.049767438,1.540940315,173.4649237,0,0,0,0.91985,0.10142,0.0273,-0.337488939,0.473476534,2.372003233,0.855343324,0.103697497,0.034380796,0.91985,0.10142,0.0273,0.049767438,-1.540940315,3.517918823,1.367337016,-0.028648438,-0.025453727,31.50808952,120.4019901,13.94350001,,,,,,,,,
1573524797,31.50808852,120.4019902,13.9444,0.033573207,1.563296163,173.2123559,-0.110878481,0.010449378,-0.000899999,0.77486,0.08676,0.02107,-0.09226799,0.69911375,2.724728153,0.643062604,0.07594197,0.025910599,1.031124786,0.106018804,0.028199999,0.033573207,-1.563296163,3.770486619,1.422557547,-0.02948216,-0.027902312,31.50809082,120.4019899,13.93727001,,,,,,,,,
1573524797,31.50808694,120.4019904,13.9457,-0.007745341,1.595554484,172.8558015,-0.286066482,0.027548361,-0.002199993,0.72475,0.07995,0.01837,0.857320528,0.920003591,2.97876503,0.540479001,0.059912217,0.019006404,1.206969949,0.113873066,0.029499993,-0.007745341,-1.595554484,4.127041028,1.510525496,-0.033048257,-0.031575901,31.50809127,120.4019898,13.93457001,,,,,,,,,
1573524797,31.5080854,120.4019906,13.9466,-0.037923396,1.639747143,172.5451159,-0.456819342,0.045597289,-0.003099982,0.77026,0.08516,0.01926,1.892370575,0.922488475,3.221320689,0.551027152,0.045300684,0.017017164,1.378436121,0.122909398,0.030399982,-0.037923396,-1.639747143,4.437726663,1.589948297,-0.045300746,-0.037241728,31.50809086,120.4019899,13.93546001,,,,,,,,,
1573524797,31.50808394,120.4019908,13.9475,-0.077838812,1.671561875,172.3142995,-0.618701926,0.061746331,-0.003999969,0.82192,0.09034,0.02071,2.835676138,0.887631424,3.42699381,0.562356598,0.020939718,0.019592271,1.54094431,0.130515365,0.031299969,-0.077838812,-1.671561875,4.668543095,1.665764999,-0.058910507,-0.038687062,31.5080904,120.40199,13.93691001,,,,,,,,,
1573524798,31.50808257,120.4019909,13.9483,-0.082180636,1.70591301,172.1770011,-0.770605445,0.075995483,-0.004799953,0.89232,0.09727,0.02218,3.124764081,0.819448683,3.55258029,0.603593539,0.005973917,0.020018548,1.693387268,0.136749323,0.032099953,-0.082180636,-1.70591301,4.805841505,1.734929549,-0.072116384,-0.039268649,31.50808977,120.4019901,13.93838001,,,,,,,,,
1573524798,31.50808131,120.4019914,13.9391,-0.119962166,1.726267871,172.0498663,-0.91031233,0.118742946,0.004400066,0.97162,0.10436,0.02431,3.180961185,0.775657068,3.58048315,0.650319328,-0.000649834,0.025331006,1.835150506,0.172084059,0.022899934,-0.119962166,-1.726267871,4.932976225,1.796991003,-0.068259794,-0.034892221,31.50808906,120.4019902,13.94051001,,,,,,,,,
1573524798,31.50807949,120.4019916,13.9409,-0.133160672,1.748343769,172.0382093,-1.112111166,0.137741819,0.002600099,1.0695,0.11327,0.02701,3.087869028,0.737798135,3.560392428,0.712018493,-0.019658877,0.02529612,2.037669617,0.180434916,0.024699901,-0.133160672,-1.748343769,4.944633295,1.880251839,-0.089258041,-0.041992778,31.50808818,120.4019903,13.94321001,,,,,,,,,
1573524798,31.50807794,120.4019917,13.9422,-0.156745505,1.769641479,172.0949848,-1.283972811,0.153890861,0.001300131,1.18107,0.12324,0.02928,2.837021398,0.691235023,3.48401259,0.783698903,-0.022233812,0.026619517,2.210143036,0.187515635,0.025999869,-0.156745505,-1.769641479,4.887857772,1.946782898,-0.091557177,-0.046891809,31.50808718,120.4019905,13.94548001,1.21112,0.12912,0.02946,31.50808691,120.4019906,13.94566001,0.044185059,0.011206089,0.060752727
1573524798,31.50807616,120.4019919,13.9438,-0.179215413,1.791176754,172.2211575,-1.481336507,0.17098985,-0.000299824,1.29518,0.13273,0.03109,2.505641579,0.608067023,3.340039689,0.862213539,-0.017652815,0.02590823,2.408133155,0.194202684,0.027599824,-0.179215413,-1.791176754,4.761685098,2.026277613,-0.09625861,-0.045558458,31.50808615,120.4019907,13.94729002,1.32532,0.13876,0.03218,31.50808589,120.4019907,13.94838002,0.039916038,0.010208581,0.058024095
1573524798,31.50807411,120.4019921,13.9456,-0.212936646,1.823487021,172.4042914,-1.708637395,0.190938673,-0.002099766,1.41701,0.14233,0.03385,2.26590549,0.562626347,3.14738795,0.939093742,-0.023432801,0.024358096,2.636168969,0.202159872,0.029399766,-0.212936646,-1.823487021,4.578551176,2.111693853,-0.114013003,-0.051144872,31.50808506,120.4019908,13.95005003,,,,,,,,,
1573524798,31.50807217,120.4019923,13.9473,-0.211495557,1.84669684,172.5879948,-1.923741649,0.207087717,-0.003799705,1.541,0.15063,0.03636,2.066587044,0.524884444,2.934671025,1.012515455,-0.028509261,0.021438356,2.851825054,0.206964519,0.031099705,-0.211495557,-1.84669684,4.394847735,2.197546555,-0.121384535,-0.055593814,31.50808395,120.401991,13.95256004,,,,,,,,,
1573524798,31.50807036,120.4019925,13.9486,-0.209257022,1.858470401,172.7717341,-2.124431699,0.221336876,-0.00509964,1.66802,0.16042,0.0392,1.84000675,0.49543218,2.700320127,1.090343181,-0.004398582,0.030786247,3.052986915,0.210630606,0.03239964,-0.209257022,-1.858470401,4.211108487,2.277190216,-0.115112274,-0.059002587,31.50808281,120.4019912,13.95540005,,,,,,,,,
1573524798,31.50806804,120.4019927,13.9501,-0.254808958,1.913255361,173.0003547,-2.381669775,0.241285701,-0.006599549,1.80271,0.17026,0.04308,1.719490137,0.43425711,2.45696847,1.200360239,0.006639094,0.033954758,3.310918419,0.217012053,0.033899549,-0.254808958,-1.913255361,3.982487811,2.411546812,-0.114241305,-0.069960335,31.5080816,120.4019913,13.95928007,,,,,,,,,
1573524798,31.50806603,120.4019928,13.9514,-0.311783157,1.96754101,173.2173063,-2.604535523,0.258384691,-0.00789946,1.96183,0.18175,0.04802,1.619091856,0.397871576,2.180939435,1.325691522,0.013937684,0.042209825,3.53437524,0.222356802,0.03519946,-0.311783157,-1.96754101,3.765536219,2.530978866,-0.112339866,-0.065347351,31.50808017,120.4019916,13.96422009,1.99909,0.18693,0.04973,31.50807984,120.4019916,13.9659301,0.027766045,0.007289702,0.038347641
1573524799,31.50806371,120.401993,13.9549,-0.337404885,1.886073055,173.4580469,-2.8617736,0.275483686,-0.01139935,2.13907,0.19301,0.05309,1.558139089,0.507785314,1.936907523,1.421414215,0.004942813,0.044971152,3.792156744,0.225892369,0.03869935,-0.337404885,-1.886073055,3.524795684,2.61816781,-0.127571264,-0.041343716,31.50807858,120.4019918,13.96929012,,,,,,,,,
1573524799,31.5080616,120.4019935,13.93,-0.359846317,1.712939454,173.5961805,-3.095727182,0.320131049,0.013500764,2.31162,0.20238,0.05831,1.520815168,0.690312012,1.701928912,1.454761067,0.005032872,0.046312964,4.028136037,0.258163697,0.013799236,-0.359846317,-1.712939454,3.386662059,2.636017523,-0.128251118,-0.043421159,31.50807703,120.401992,13.97451016,,,,,,,,,
1573524799,31.50805945,120.4019937,13.9324,-0.329979896,1.646174935,173.8148753,-3.334115916,0.334380213,0.011100884,2.47195,0.20953,0.06172,1.535402514,0.785041016,1.458008864,1.467203682,-0.005356203,0.044856154,4.266944326,0.259845518,0.016199116,-0.329979896,-1.646174935,3.16796722,2.660899578,-0.136207139,-0.059249804,31.50807559,120.4019921,13.9779202,,,,,,,,,
