1573524797.633576,-0.001999,-0.002563,0.011812,-0.017145,-0.025395,0.028540,2.280677,0.263847,0.044680,1.706554,0.187510,0.036252
1573524797.758086,0.134777,-0.010137,0.019004,-0.014465,-0.027078,-0.001325,1.608340,0.193211,0.046371,1.169366,0.097001,0.030868
1573524797.882586,0.289691,-0.042237,0.023220,-0.016581,-0.026736,-0.021646,1.315617,0.141409,0.033141,0.884913,0.019386,0.020015
1573524797.917456,0.400937,-0.198320,0.026018,-0.016642,-0.022244,-0.027572,1.126627,0.104178,0.025312,0.717294,-0.017023,0.014192
1573524798.012076,0.425602,-0.376825,0.028429,-0.015726,-0.016140,-0.014380,1.172294,0.094980,0.026625,0.717893,-0.046010,0.012881
1573524798.071836,0.439999,-0.545934,0.031827,-0.013390,-0.010299,-0.005613,1.204134,0.089693,0.028531,0.725562,-0.058209,0.010983
1573524798.166466,0.433906,-0.599677,0.033126,-0.011378,-0.009152,0.002838,1.296395,0.090521,0.030298,0.774154,-0.068682,0.007270
1573524798.166466,0.424756,-0.616990,0.033635,-0.009653,-0.009234,0.011050,1.324613,0.097517,0.031100,0.796623,-0.060316,0.007859
1573524798.261096,0.405562,-0.608706,0.032861,-0.010171,-0.011389,0.017094,1.454549,0.105977,0.033903,0.886822,-0.040160,0.014087
1573524798.325846,0.383823,-0.577748,0.031887,-0.005952,-0.013975,0.020475,1.575641,0.120918,0.035679,0.984256,-0.020642,0.017268
1573524798.420466,0.362253,-0.532623,0.031141,-0.000697,-0.012796,0.022762,1.725532,0.134204,0.036647,1.114552,0.000505,0.018283
1573524798.515096,0.345164,-0.500971,0.029571,0.002336,-0.013751,0.031264,1.887189,0.148541,0.040703,1.231330,0.001473,0.020247
1573524798.579846,0.328844,-0.473002,0.028080,0.005728,-0.013811,0.038616,2.009901,0.161963,0.044563,1.286866,0.008966,0.021631
1573524798.674466,0.316360,-0.440377,0.026462,0.009368,-0.015924,0.045366,2.166594,0.175714,0.048665,1.316271,0.014808,0.015854
1573524798.769096,0.309482,-0.427991,0.025167,0.009155,-0.015196,0.053961,2.321083,0.184609,0.052678,1.331422,0.001407,0.012971
1573524798.833846,0.302489,-0.420098,0.023954,0.005808,-0.015232,0.061392,2.456387,0.193457,0.056891,1.390189,0.010766,0.023196
1573524798.928476,0.294936,-0.414555,0.022910,0.000979,-0.015873,0.059973,2.648413,0.203558,0.062637,1.494767,0.024678,0.040102
1573524798.958356,0.288734,-0.412486,0.021585,0.000447,-0.017883,0.057788,2.732838,0.210793,0.067385,1.546413,0.033532,0.051798
1573524799.082876,0.284207,-0.413045,0.021137,-0.000365,-0.022294,0.054396,2.951151,0.220362,0.075730,1.631347,0.027886,0.055738
1573524799.177506,0.281725,-0.408661,0.020679,-0.002281,-0.026363,0.055735,3.128991,0.224874,0.081337,1.667953,0.010211,0.046864
1573524799.306986,0.277858,-0.400131,0.020657,-0.000273,-0.027405,0.057506,3.365440,0.228295,0.086542,1.712730,0.000861,0.046478
1573524799.366756,0.275105,-0.390986,0.021415,0.000863,-0.028515,0.057866,3.483128,0.230603,0.086612,1.739548,-0.000173,0.046158
1573524799.486286,0.271398,-0.380915,0.021935,-0.000247,-0.029602,0.056824,3.714371,0.233031,0.090259,1.796992,-0.010235,0.039908
1573524799.620756,0.268507,-0.371649,0.022431,0.000103,-0.029892,0.057529,3.973505,0.232143,0.092786,1.837987,-0.012981,0.029947
1573524799.725346,0.265321,-0.364175,0.022591,0.003614,-0.031899,0.057411,4.186580,0.231391,0.094192,1.877913,-0.037731,0.018937
1573524799.874746,0.261167,-0.347436,0.021733,0.007474,-0.031126,0.055108,4.488097,0.226161,0.098550,1.862399,-0.043419,0.028956
1573524800.024166,0.260109,-0.336823,0.021361,0.010086,-0.030526,0.057119,4.766543,0.221230,0.103129,1.787674,-0.046173,0.028883
1573524800.123776,0.259115,-0.321602,0.020994,0.012967,-0.030660,0.060982,4.950440,0.217987,0.105282,1.749625,-0.056495,0.028285
1573524800.223386,0.259705,-0.316042,0.021088,0.014201,-0.032826,0.065498,5.120460,0.213139,0.107003,1.714316,-0.066744,0.032958
1573524800.377776,0.261229,-0.314607,0.020811,0.016954,-0.033140,0.067747,5.369778,0.204532,0.112574,1.627472,-0.076305,0.025293
1573524800.472406,0.262161,-0.323479,0.020574,0.018689,-0.033285,0.068086,5.544559,0.199940,0.115772,1.601656,-0.074963,0.020814
1573524800.567036,0.260685,-0.337916,0.020311,0.018914,-0.033730,0.064058,5.776769,0.194804,0.118359,1.662723,-0.083034,0.021798
1573524800.726416,0.259592,-0.351501,0.020311,0.017324,-0.034499,0.059193,6.117653,0.181470,0.120204,1.740763,-0.100982,0.016836
1573524800.821036,0.258355,-0.375705,0.020983,0.018549,-0.034508,0.057662,6.355096,0.173839,0.119302,1.816080,-0.095769,0.016037
1573524800.915666,0.252823,-0.396804,0.021434,0.017797,-0.033185,0.055844,6.624114,0.168346,0.119301,1.901062,-0.088124,0.012385
